Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
BENGALURU NORTH,Hebbal,Ind,Section-B,High Street 12,2,COMMERCIAL,73,63,142367.42,336.162
COIMBATORE,Pollachi,Rural,Bazaar,High Street 17,2,COMMERCIAL,1307,1087,909873.76,5767.46
AHMEDABAD,Maninagar,E4,Section-A,Station Road 82,2,COMMERCIAL,1099,1031,1998567.82,5490.141
MYSURU,Nanjangud,Central,Plaza,Gokulam 19,2,COMMERCIAL,575,566,195923.75,2332.076
VARANASI,Shivpur,Rural,Complex,Gokulam 62,2,COMMERCIAL,622,511,297209.59,2845.451
GWALIOR,Gwalior Fort Area,N1,Section-A,Gokulam 1,2,COMMERCIAL,1404,1247,1735629.27,3043.953
DURGAPUR,City Centre,Ind,Main,Gokulam 10,2,COMMERCIAL,747,648,976834.05,3346.688
BENGALURU SOUTH,HSR Layout,Ind,Complex,New Town 35,2,COMMERCIAL,1311,1263,1796739.49,1861.189
JALANDHAR,Jalandhar City,Metro,Complex,Gokulam 82,2,COMMERCIAL,136,117,121531.97,190.405
UDAIPUR,Udaipur Town,N1,Hub,Temple View 54,2,COMMERCIAL,391,372,246564.76,1023.31
PALAKKAD,Fort,Rural,Complex,Station Road 70,2,COMMERCIAL,378,306,223067.68,1384.152
JAMNAGAR,Hapa,Rural,Plaza,Old City 35,2,COMMERCIAL,513,411,875167.67,2188.624
TRIVANDRUM,Kazhakkoottam,Town,Extension,Station Road 7,2,COMMERCIAL,412,344,204052.41,1756.826
JAMNAGAR,Hapa,N1,Extension,Business Park 79,2,COMMERCIAL,377,365,339838.41,403.367
KOTA,Gumanpura,C3,Market,Old City 82,2,COMMERCIAL,665,588,1080408.01,2709.643
CHENNAI NORTH,Ambattur,W5,Market,Gokulam 45,2,COMMERCIAL,1310,1127,1892703.51,5066.277
GUNTUR,Arundelpet,Metro,Market,Business Park 54,2,COMMERCIAL,39,32,16103.87,143.538
GUNTUR,Lodge Centre,N1,Hub,Station Road 41,2,COMMERCIAL,166,138,182562.83,608.692
GANDHINAGAR,Sector 21,Central,Hub,High Street 58,2,COMMERCIAL,611,500,885429.97,1872.377
LUDHIANA,Model Town,Ind,Bazaar,Gokulam 64,2,COMMERCIAL,680,623,488601.27,3048.158
MYSURU,Mysuru Rural,S2,Main,Station Road 40,2,COMMERCIAL,1160,936,249416.38,1865.534
RAJKOT,Bhakti Nagar,S2,Bazaar,Temple View 4,2,COMMERCIAL,275,230,440277.46,874.97
BHOPAL,Bairagarh,Rural,Extension,Business Park 43,2,COMMERCIAL,622,584,228840.53,3065.017
BENGALURU EAST,Whitefield,Town,Plaza,Station Road 61,2,COMMERCIAL,719,705,1014137.8,1817.998
MYSURU,Mysuru Rural,Metro,Main,Business Park 30,2,COMMERCIAL,556,469,457018.38,1330.268
JAMNAGAR,Hapa,S2,Market,High Street 83,2,COMMERCIAL,1277,1247,1987396.26,5700.42
DURGAPUR,Durgapur Rural,Ind,Market,Station Road 100,2,COMMERCIAL,1268,1177,1879536.5,1269.051
MADURAI,Madurai South,Town,Complex,Gokulam 41,2,COMMERCIAL,623,540,468945.22,2929.187
NAGPUR,Gandhibagh,Central,Market,Business Park 9,2,COMMERCIAL,598,526,1035902.57,2531.624
JAIPUR,Malviya Nagar,N1,Market,Station Road 28,2,COMMERCIAL,1212,1177,1488110.45,2125.767
JALANDHAR,Adarsh Nagar,Town,Extension,New Town 10,2,COMMERCIAL,764,708,850601.99,3558.075
NELLORE,Nellore Rural,S2,Main,Old City 85,2,COMMERCIAL,119,110,61567.79,212.93
TIRUNELVELI,Ambasamudram,Central,Main,Station Road 4,2,COMMERCIAL,123,118,138896.55,418.539
NASHIK,Satpur,Rural,Complex,Old City 78,2,COMMERCIAL,323,319,351107.16,700.332
GUNTUR,Lodge Centre,Town,Section-B,Station Road 7,2,COMMERCIAL,483,445,284123.53,576.292
RAJAHMUNDRY,Rajahmundry Rural,N1,Main,Old City 71,2,COMMERCIAL,948,797,1540305.56,3645.714
ALWAR,Alwar City,N1,Bazaar,Gokulam 78,2,COMMERCIAL,156,150,270470.0,543.701
BIKANER,Gangashahar,Central,Complex,Old City 14,2,COMMERCIAL,649,546,347582.04,2116.515
VARANASI,Lanka,C3,Main,Temple View 21,2,COMMERCIAL,1177,1034,800866.83,5578.685
BATHINDA,Maur,C3,Plaza,Business Park 25,2,COMMERCIAL,800,679,1132409.55,2731.601
HALDIA,Sutahata,Metro,Market,Gokulam 65,2,COMMERCIAL,466,423,714361.66,1992.747
REWA,Mangawan,Town,Bazaar,Old City 9,2,COMMERCIAL,603,598,1027974.9,1040.458
MYSURU,Nanjangud,C3,Main,Janpath 47,2,COMMERCIAL,100,88,131334.7,457.63
KOZHIKODE,Feroke,S2,Hub,New Town 46,2,COMMERCIAL,439,381,389268.46,1895.219
KOLLAM,Kollam City,Town,Section-B,Gokulam 6,2,COMMERCIAL,686,681,646675.31,1377.167
INDORE,Vijay Nagar,S2,Bazaar,High Street 58,2,COMMERCIAL,346,337,80594.17,997.133
KOTA,Kota Industrial,Central,Main,Station Road 36,2,COMMERCIAL,907,866,1602021.89,1152.705
NELLORE,Trunk Road,C3,Extension,Janpath 6,2,COMMERCIAL,857,837,308541.81,2079.961
KURNOOL,Adoni,Rural,Main,Business Park 47,2,COMMERCIAL,876,866,1583964.07,2931.433
KURNOOL,Dhone,C3,Main,Business Park 43,2,COMMERCIAL,8,7,7011.44,21.165
ASANSOL,Asansol Town,S2,Plaza,Business Park 9,2,COMMERCIAL,1113,971,756701.42,5376.171
KOCHI,Kadavanthra,Rural,Plaza,Janpath 22,2,COMMERCIAL,396,357,345277.15,1120.457
CHENNAI SOUTH,Mylapore,C3,Main,Old City 93,2,COMMERCIAL,76,63,105288.26,304.953
MYSURU,Nanjangud,Metro,Plaza,Temple View 22,2,COMMERCIAL,1422,1165,1715897.11,3639.636
KURNOOL,Nandyal,C3,Extension,Old City 41,2,COMMERCIAL,1100,1080,139121.9,1548.375
CHENNAI NORTH,Perambur,W5,Market,Temple View 82,2,COMMERCIAL,1308,1068,2258817.77,1858.771
MANGALURU,Mangaluru West,Rural,Section-A,Station Road 66,2,COMMERCIAL,204,173,160971.31,583.318
INDORE,C21 Mall,Metro,Plaza,High Street 67,2,COMMERCIAL,1374,1282,2005560.86,3884.339
BATHINDA,Rampura Phul,Ind,Section-A,Station Road 12,2,COMMERCIAL,632,610,208842.68,784.31
BIKANER,Napasar,Central,Bazaar,New Town 6,2,COMMERCIAL,209,190,259887.55,384.025
RAJAHMUNDRY,Rajahmundry Rural,Rural,Bazaar,Gokulam 7,2,COMMERCIAL,616,549,197651.1,2866.355
KOCHI,Kadavanthra,Rural,Extension,Old City 8,2,COMMERCIAL,524,477,950681.6,1657.722
DURGAPUR,Benachity,C3,Section-B,Business Park 47,2,COMMERCIAL,486,468,683227.78,1980.299
KOZHIKODE,Mavoor Road,Ind,Extension,Janpath 36,2,COMMERCIAL,94,86,13397.6,264.63
UDAIPUR,Sukher,Ind,Market,Gokulam 55,2,COMMERCIAL,998,872,329228.37,2498.807
LUCKNOW,Aliganj,Metro,Complex,High Street 31,2,COMMERCIAL,1109,995,769552.67,1425.04
KANPUR,Kidwai Nagar,Central,Hub,Gokulam 48,2,COMMERCIAL,1144,919,1380807.51,1905.571
HOWRAH,Salkia,Rural,Section-B,Business Park 53,2,COMMERCIAL,173,148,173574.64,533.985
SAGAR,Makronia,Rural,Plaza,Business Park 67,2,COMMERCIAL,516,478,521010.64,636.289
DURGAPUR,Durgapur Rural,W5,Bazaar,Old City 41,2,COMMERCIAL,511,491,750637.13,1283.713
JAMNAGAR,Jamnagar South,Metro,Main,Station Road 62,2,COMMERCIAL,291,249,477513.58,890.979
TIRUPATI,Balaji Colony,Town,Complex,High Street 79,2,COMMERCIAL,1097,1043,2100038.15,3959.602
MEERUT,Mawana,S2,Section-A,Janpath 53,2,COMMERCIAL,543,500,463154.27,2159.495
PATHANKOT,Pathankot Town,Town,Extension,New Town 65,2,COMMERCIAL,33,29,17538.01,41.196
AMRITSAR,Hall Gate,Central,Complex,Business Park 12,2,COMMERCIAL,76,63,87750.85,214.711
AURANGABAD,Chikhalthana,C3,Section-B,Business Park 97,2,COMMERCIAL,305,282,41293.16,588.604
GWALIOR,City Centre,Town,Hub,High Street 41,2,COMMERCIAL,1224,1165,1104719.48,4480.144
BALLARI,Hospet,Ind,Complex,Janpath 12,2,COMMERCIAL,1244,1096,1242025.62,1326.293
NOIDA,Sector 18,Town,Main,High Street 64,2,COMMERCIAL,580,571,198919.22,2834.619
LUDHIANA,Model Town,Ind,Section-A,High Street 76,2,COMMERCIAL,1303,1274,2176311.49,1676.59
AURANGABAD,CIDCO,W5,Section-B,Business Park 70,2,COMMERCIAL,811,658,481465.34,3778.733
PATIALA,Patiala Rural,Town,Section-B,High Street 81,2,COMMERCIAL,223,186,320562.92,748.412
JAIPUR,Malviya Nagar,Town,Section-B,Business Park 10,2,COMMERCIAL,1274,1114,953292.84,6364.678
BENGALURU NORTH,Hebbal,N1,Bazaar,Gokulam 62,2,COMMERCIAL,555,534,1003741.93,1403.077
THRISSUR,Patturaikkal,Metro,Main,High Street 90,2,COMMERCIAL,554,501,907935.89,2741.688
TRIVANDRUM,Pattom,Metro,Section-B,Janpath 56,2,COMMERCIAL,1294,1127,1389050.24,5817.417
SURAT,Katargam,Rural,Main,Business Park 97,2,COMMERCIAL,1074,1054,650747.77,4196.699
BELAGAVI,Belagavi Rural,E4,Extension,Temple View 72,2,COMMERCIAL,1065,885,555592.54,5008.257
KALYAN,Dombivli,W5,Extension,Old City 42,2,COMMERCIAL,792,687,628450.07,1302.059
VARANASI,Cantonment,C3,Complex,High Street 63,2,COMMERCIAL,286,283,392710.34,841.839
COIMBATORE,Pollachi,S2,Market,New Town 23,2,COMMERCIAL,548,489,535041.27,1388.928
UDAIPUR,Udaipur Town,C3,Market,Business Park 37,2,COMMERCIAL,1388,1276,1813522.81,5034.597
LUDHIANA,Ludhiana Rural,Town,Bazaar,Station Road 65,2,COMMERCIAL,804,746,391259.35,918.119
TRICHY,Lalgudi,Central,Complex,Station Road 8,2,COMMERCIAL,639,533,1111274.93,1468.609
TIRUPATI,Renigunta,Town,Bazaar,Business Park 60,2,COMMERCIAL,1259,1187,461189.9,2464.278
GHAZIABAD,Modinagar,E4,Complex,Temple View 48,2,COMMERCIAL,458,392,729636.39,1115.601
HUBBALLI,Dharwad Town,Metro,Market,Station Road 88,2,COMMERCIAL,442,395,119452.96,1612.312
SURAT,Udhna,Rural,Market,New Town 35,2,COMMERCIAL,1325,1126,665865.87,3273.691
VARANASI,Lanka,E4,Main,Gokulam 18,2,COMMERCIAL,745,626,1273840.2,3230.232
VARANASI,Lanka,W5,Complex,High Street 49,2,COMMERCIAL,1222,1057,1438933.53,2431.984
SURAT,Adajan,Metro,Section-A,High Street 10,2,COMMERCIAL,780,684,143182.61,822.696
ASANSOL,Asansol Town,Central,Section-A,Station Road 80,2,COMMERCIAL,569,490,191991.76,733.646
MYSURU,Mysuru Rural,E4,Complex,Janpath 37,2,COMMERCIAL,375,363,346657.65,381.128
TIRUPATI,KT Road,W5,Market,High Street 44,2,COMMERCIAL,937,829,819622.69,1644.182
UJJAIN,Mahakal Marg,W5,Bazaar,Janpath 94,2,COMMERCIAL,1490,1291,2510053.7,4108.462
KOLKATA SOUTH,Gariahat,Town,Market,New Town 63,2,COMMERCIAL,1310,1210,1154848.85,4217.527
LUDHIANA,Sarabha Nagar,S2,Bazaar,Business Park 88,2,COMMERCIAL,1294,1120,1716875.93,1667.188
AURANGABAD,Chikhalthana,E4,Section-A,Janpath 66,2,COMMERCIAL,891,728,1240784.58,1420.539
HALDIA,Sutahata,Rural,Plaza,Old City 33,2,COMMERCIAL,381,333,727052.23,411.32
JALANDHAR,Adarsh Nagar,Metro,Hub,Gokulam 79,2,COMMERCIAL,856,694,461690.68,3908.021
BENGALURU NORTH,Hebbal,W5,Section-B,Gokulam 27,2,COMMERCIAL,1240,1065,2380512.45,3363.843
JALANDHAR,Civil Lines,N1,Section-B,Janpath 55,2,COMMERCIAL,524,497,307007.52,1784.915
KANNUR,Thalassery,Town,Hub,Janpath 45,2,COMMERCIAL,366,340,114012.63,843.07
TIRUPATI,Tiruchanoor,E4,Market,High Street 75,2,COMMERCIAL,1329,1068,2194375.98,2593.241
JALANDHAR,Adarsh Nagar,W5,Bazaar,Gokulam 58,2,COMMERCIAL,1293,1257,815939.44,2189.182
VADODARA,Akota,S2,Section-B,Temple View 43,2,COMMERCIAL,368,322,471030.8,558.645
GWALIOR,Dabra,Town,Market,Station Road 11,2,COMMERCIAL,473,452,289986.6,2345.214
HALDIA,Mahishadal,S2,Extension,High Street 77,2,COMMERCIAL,1041,1004,1022894.49,3048.508
PALAKKAD,Fort,Metro,Extension,Janpath 68,2,COMMERCIAL,1094,1052,314194.02,2869.919
PALAKKAD,Chittur,N1,Complex,Janpath 1,2,COMMERCIAL,876,807,284858.06,3838.209
COIMBATORE,Peelamedu,Rural,Main,Janpath 74,2,COMMERCIAL,1309,1259,2373184.67,1928.536
JABALPUR,Jabalpur Rural,N1,Bazaar,New Town 68,2,COMMERCIAL,858,757,1707905.32,3974.067
BELAGAVI,Belagavi Town,E4,Complex,Old City 87,2,COMMERCIAL,1017,841,968195.32,4438.683
TRICHY,Lalgudi,S2,Extension,Janpath 94,2,COMMERCIAL,332,318,609262.33,797.083
SAGAR,Makronia,W5,Complex,Janpath 25,2,COMMERCIAL,1298,1098,318908.14,3677.857
PATHANKOT,Narot Jaimal Singh,Central,Bazaar,Temple View 29,2,COMMERCIAL,861,756,859194.86,1175.11
TRICHY,Manapparai,Central,Extension,Temple View 93,2,COMMERCIAL,872,786,720082.52,3902.148
BATHINDA,Rampura Phul,N1,Hub,Station Road 7,2,COMMERCIAL,646,579,451921.38,3125.751
BATHINDA,Rampura Phul,Rural,Section-B,Janpath 9,2,COMMERCIAL,946,760,1559669.73,4269.805
KANPUR,Kalyanpur,Rural,Section-A,Gokulam 98,2,COMMERCIAL,1269,1036,2402733.67,2305.934
SALEM,Omalur,Rural,Complex,Janpath 33,2,COMMERCIAL,844,797,241819.2,3429.186
TRICHY,Manapparai,Ind,Plaza,Station Road 47,2,COMMERCIAL,197,158,120281.96,771.121
MEERUT,Sardhana,E4,Plaza,Temple View 59,2,COMMERCIAL,1143,1120,1844439.43,4147.684
SAGAR,Bina,N1,Bazaar,New Town 36,2,COMMERCIAL,1277,1132,939931.82,5798.189
BATHINDA,Bathinda City,C3,Main,Old City 39,2,COMMERCIAL,897,769,1033454.98,4357.091
KOCHI,Marine Drive,Rural,Plaza,Station Road 54,2,COMMERCIAL,1258,1071,2048347.26,2478.233
NOIDA,Sector 62,W5,Main,Temple View 52,2,COMMERCIAL,109,93,66446.65,311.393
JODHPUR,Shastri Nagar,Town,Market,Gokulam 41,2,COMMERCIAL,81,69,24168.03,122.371
PATIALA,Upper Mall,N1,Extension,High Street 45,2,COMMERCIAL,1068,958,1526873.87,2936.45
KURNOOL,Dhone,Ind,Bazaar,Temple View 57,2,COMMERCIAL,1391,1236,492905.96,3255.289
PATIALA,Upper Mall,N1,Extension,New Town 56,2,COMMERCIAL,770,653,1383588.7,1892.837
PATIALA,Upper Mall,Central,Plaza,Gokulam 85,2,COMMERCIAL,658,648,694153.36,3272.094
ALWAR,Alwar City,W5,Section-B,Old City 78,2,COMMERCIAL,138,137,111402.9,390.421
ALWAR,Neemrana,Central,Complex,Station Road 50,2,COMMERCIAL,882,728,1076878.11,2754.471
DURGAPUR,Steel Township,S2,Complex,New Town 52,2,COMMERCIAL,1040,891,1595381.61,2188.891
NOIDA,Sector 62,Town,Section-A,Business Park 28,2,COMMERCIAL,1370,1237,1748575.68,6124.515
AURANGABAD,Waluj,S2,Extension,Janpath 17,2,COMMERCIAL,12,10,14846.18,21.924
KURNOOL,Adoni,E4,Bazaar,Janpath 77,2,COMMERCIAL,95,94,110073.84,407.977
JODHPUR,Luni,Metro,Extension,Old City 34,2,COMMERCIAL,1116,953,1230056.37,1463.214
HALDIA,Haldia Port,Metro,Main,Janpath 1,2,COMMERCIAL,1010,1009,469048.27,1699.894
SAGAR,Bina,Town,Extension,Janpath 46,2,COMMERCIAL,950,947,796890.39,4258.134
PUNE,Kothrud,E4,Section-A,Station Road 97,2,COMMERCIAL,111,105,115880.37,309.344
INDORE,MG Road,Rural,Hub,High Street 91,2,COMMERCIAL,27,22,43949.96,59.475
COIMBATORE,Pollachi,Metro,Hub,High Street 11,2,COMMERCIAL,680,594,274439.32,1872.028
KANPUR,Kalyanpur,Metro,Complex,Janpath 32,2,COMMERCIAL,700,576,421736.41,2927.625
CHENNAI NORTH,Ambattur,Ind,Complex,Janpath 27,2,COMMERCIAL,1169,997,692141.46,3748.166
LUDHIANA,Feroze Gandhi Market,Ind,Section-B,Station Road 1,2,COMMERCIAL,688,650,1306999.64,2857.576
AJMER,Clock Tower,Ind,Main,New Town 27,2,COMMERCIAL,1496,1342,1156224.87,4071.211
SALEM,Salem Town,Town,Extension,Gokulam 65,2,COMMERCIAL,629,582,567469.23,2674.616
LUDHIANA,Model Town,Metro,Section-A,Station Road 24,2,COMMERCIAL,269,237,123615.3,617.201
BALLARI,Ballari City,Metro,Extension,Old City 27,2,COMMERCIAL,92,81,134239.05,185.922
AHMEDABAD,Navrangpura,Metro,Section-B,Janpath 40,2,COMMERCIAL,1252,1226,1157068.87,1381.94
KOTA,Gumanpura,Central,Complex,Station Road 36,2,COMMERCIAL,1182,1044,883109.91,2161.102
AMRITSAR,Lawrence Road,C3,Section-A,Business Park 88,2,COMMERCIAL,835,791,721939.48,2144.622
ALWAR,Neemrana,Town,Plaza,Gokulam 49,2,COMMERCIAL,1210,1184,2044100.48,3817.999
AURANGABAD,CIDCO,C3,Plaza,Station Road 92,2,COMMERCIAL,897,865,1116749.52,2950.196
DURGAPUR,Steel Township,E4,Main,Business Park 82,2,COMMERCIAL,809,707,412662.51,1473.311
VISAKHAPATNAM,MVP Colony,Ind,Market,Janpath 17,2,COMMERCIAL,778,702,1504534.17,3411.427
MOHALI,Phase 11,Central,Section-A,New Town 41,2,COMMERCIAL,1467,1280,1687351.68,4910.633
REWA,Rewa City,N1,Extension,Station Road 53,2,COMMERCIAL,177,155,211641.26,332.809
NASHIK,Nashik Road,Rural,Bazaar,Gokulam 54,2,COMMERCIAL,994,893,1431328.19,1725.901
NAGPUR,Sitabuldi,Town,Plaza,Old City 9,2,COMMERCIAL,795,719,1545208.59,1393.452
TRICHY,Thiruverumbur,Central,Main,Business Park 32,2,COMMERCIAL,1102,1057,633340.6,1972.361
SILIGURI,Matigara,Metro,Hub,Gokulam 5,2,COMMERCIAL,110,107,108851.1,407.152
HALDIA,Haldia Port,S2,Complex,Gokulam 77,2,COMMERCIAL,337,302,182116.24,1361.602
BIKANER,Bikaner City,W5,Hub,Business Park 69,2,COMMERCIAL,585,544,173944.08,1797.338
DURGAPUR,Benachity,E4,Plaza,Old City 96,2,COMMERCIAL,937,822,147927.71,1268.511
JAMNAGAR,Jamnagar South,Rural,Market,Janpath 88,2,COMMERCIAL,1409,1354,1173448.96,2362.656
AJMER,Pushkar,Rural,Plaza,High Street 42,2,COMMERCIAL,473,400,190312.91,655.295
BENGALURU SOUTH,HSR Layout,N1,Bazaar,New Town 20,2,COMMERCIAL,932,780,353759.54,4637.596
KANPUR,Kidwai Nagar,E4,Complex,Business Park 2,2,COMMERCIAL,1064,890,919352.64,2175.174
GANDHINAGAR,Infocity,Metro,Bazaar,Temple View 25,2,COMMERCIAL,698,675,375245.65,2135.082
REWA,Mangawan,Metro,Market,Business Park 78,2,COMMERCIAL,891,842,836973.05,3738.745
JAMNAGAR,Jamnagar North,Ind,Market,Janpath 8,2,COMMERCIAL,1429,1368,1180206.7,3844.507
VADODARA,Makarpura,Ind,Bazaar,Old City 24,2,COMMERCIAL,822,766,450228.05,2712.082
BENGALURU SOUTH,Koramangala,Metro,Section-B,High Street 22,2,COMMERCIAL,758,614,1022620.28,942.022
KOZHIKODE,SM Street,E4,Section-B,Janpath 81,2,COMMERCIAL,1294,1146,261258.94,4560.333
AMRITSAR,Golden Temple Area,Rural,Bazaar,Business Park 93,2,COMMERCIAL,198,166,316435.45,603.424
BELAGAVI,Gokak,N1,Hub,New Town 51,2,COMMERCIAL,994,955,1292263.33,1534.062
ALWAR,Bhiwadi,E4,Section-B,High Street 75,2,COMMERCIAL,1256,1051,1925277.43,3680.311
VARANASI,Cantonment,S2,Section-A,Gokulam 65,2,COMMERCIAL,593,510,1142572.53,594.917
INDORE,MG Road,S2,Main,Gokulam 12,2,COMMERCIAL,796,694,956716.45,3854.798
AJMER,Clock Tower,Ind,Section-B,High Street 31,2,COMMERCIAL,586,494,595696.08,1990.783
MANGALURU,Bantwal,C3,Bazaar,Gokulam 54,2,COMMERCIAL,74,64,15454.18,355.644
MADURAI,Madurai South,Town,Complex,Station Road 8,2,COMMERCIAL,119,116,235991.18,160.001
MADURAI,Melur,S2,Extension,Janpath 78,2,COMMERCIAL,1479,1397,327347.98,4709.085
INDORE,Vijay Nagar,Town,Complex,Gokulam 3,2,COMMERCIAL,1302,1275,801146.1,3255.351
GHAZIABAD,Modinagar,Central,Market,Station Road 13,2,COMMERCIAL,436,412,398123.95,1015.594
VIJAYAWADA,Gunadala,W5,Extension,Station Road 17,2,COMMERCIAL,602,570,410138.63,2520.391
REWA,Mangawan,Town,Main,Gokulam 13,2,COMMERCIAL,1403,1299,980293.75,1461.892
BENGALURU EAST,Indiranagar,S2,Complex,Business Park 2,2,COMMERCIAL,1196,1133,1688917.49,4008.337
AURANGABAD,CIDCO,E4,Market,Old City 52,2,COMMERCIAL,597,573,848127.33,1337.912
RAJAHMUNDRY,Rajahmundry Rural,N1,Section-B,Old City 89,2,COMMERCIAL,995,899,1752573.99,4442.758
MUMBAI,Sion,Town,Complex,Gokulam 55,2,COMMERCIAL,314,274,160265.62,1470.77
HALDIA,Haldia Port,E4,Section-B,Temple View 79,2,COMMERCIAL,1160,1094,384073.49,3246.429
RAJAHMUNDRY,Rajahmundry Rural,N1,Plaza,Temple View 5,2,COMMERCIAL,610,585,447944.37,1227.133
RAJKOT,Bhakti Nagar,Town,Hub,High Street 1,2,COMMERCIAL,517,462,260186.84,2290.628
JAMNAGAR,Digvijay Plot,C3,Market,Gokulam 44,2,COMMERCIAL,430,396,214676.35,1738.39
TRIVANDRUM,Pattom,Metro,Section-A,New Town 29,2,COMMERCIAL,1320,1281,1592231.77,3839.162
KOCHI,Ernakulam,Town,Plaza,Station Road 57,2,COMMERCIAL,274,235,504338.75,343.406
KANNUR,Kannur Town,S2,Plaza,Old City 5,2,COMMERCIAL,1183,1104,773824.58,2062.411
GWALIOR,Gwalior Fort Area,N1,Complex,High Street 30,2,COMMERCIAL,568,560,352114.14,1168.058
JABALPUR,Jabalpur Rural,Central,Bazaar,Janpath 73,2,COMMERCIAL,410,383,630578.98,906.522
LUCKNOW,Aliganj,S2,Hub,Old City 60,2,COMMERCIAL,666,599,1031343.71,3231.352
HUBBALLI,Hubballi Central,Ind,Plaza,New Town 22,2,COMMERCIAL,137,110,40368.09,210.291
LUDHIANA,Feroze Gandhi Market,S2,Section-B,Gokulam 54,2,COMMERCIAL,1269,1145,1747012.44,3372.491
HOWRAH,Liluah,S2,Extension,Station Road 82,2,COMMERCIAL,675,607,1117774.24,3168.538
BENGALURU SOUTH,HSR Layout,N1,Main,Janpath 1,2,COMMERCIAL,1260,1245,882087.34,5979.262
CHENNAI NORTH,Ambattur,N1,Section-B,Station Road 19,2,COMMERCIAL,834,794,208810.18,1857.762
LUCKNOW,Gomti Nagar,W5,Hub,Business Park 39,2,COMMERCIAL,350,301,680374.44,438.463
AJMER,Pushkar,Rural,Section-B,Old City 41,2,COMMERCIAL,704,606,1265949.54,1508.031
BENGALURU NORTH,Peenya,Central,Bazaar,Old City 97,2,COMMERCIAL,1078,994,535417.82,4722.369
KANNUR,Thalassery,Metro,Hub,Janpath 72,2,COMMERCIAL,1120,1030,128278.62,3570.739
BHOPAL,Bittan Market,E4,Bazaar,Gokulam 4,2,COMMERCIAL,40,37,61908.64,172.531
BENGALURU SOUTH,Koramangala,Metro,Market,Station Road 43,2,COMMERCIAL,249,240,173879.38,1070.221
PUNE,Kothrud,S2,Main,Station Road 49,2,COMMERCIAL,1111,1105,1040966.31,4861.431
NAGPUR,Nagpur Rural,N1,Bazaar,High Street 57,2,COMMERCIAL,305,287,590057.01,1287.14
AJMER,Pushkar,S2,Main,Janpath 22,2,COMMERCIAL,538,477,684187.99,1475.366
MEERUT,Mawana,Central,Plaza,New Town 83,2,COMMERCIAL,1327,1107,512069.22,6379.554
TIRUNELVELI,Palayamkottai,Metro,Market,Old City 45,2,COMMERCIAL,853,770,1040754.68,2247.007
AMRITSAR,Hall Gate,W5,Main,Gokulam 50,2,COMMERCIAL,149,131,244009.85,601.369
PUNE,Shivajinagar,N1,Section-B,Janpath 70,2,COMMERCIAL,672,621,581172.78,1305.27
HOWRAH,Liluah,W5,Section-B,Business Park 70,2,COMMERCIAL,1459,1301,335373.99,6438.296
JODHPUR,Luni,S2,Complex,Station Road 68,2,COMMERCIAL,998,813,948507.75,2317.081
GUNTUR,Arundelpet,W5,Section-B,Gokulam 43,2,COMMERCIAL,474,424,687715.75,1479.445
KALYAN,Dombivli,N1,Extension,New Town 33,2,COMMERCIAL,22,20,24173.43,68.826
VARANASI,Cantonment,S2,Bazaar,Temple View 3,2,COMMERCIAL,1291,1283,839888.88,2340.175
VADODARA,Makarpura,S2,Bazaar,Old City 97,2,COMMERCIAL,815,701,1349512.43,3662.226
JALANDHAR,Adarsh Nagar,E4,Section-B,Gokulam 82,2,COMMERCIAL,601,488,454341.04,2016.883
AURANGABAD,Paithan Gate,Rural,Market,Station Road 65,2,COMMERCIAL,1315,1232,1872449.4,3904.371
KURNOOL,Kurnool City,S2,Bazaar,Gokulam 65,2,COMMERCIAL,14,11,19657.16,24.978
INDORE,Indore Rural,C3,Plaza,Gokulam 80,2,COMMERCIAL,339,303,564930.62,1003.58
GHAZIABAD,Indirapuram,W5,Main,Station Road 1,2,COMMERCIAL,175,146,244665.36,801.849
BATHINDA,Gonuana,C3,Section-B,Temple View 36,2,COMMERCIAL,1084,1050,1158734.41,3193.974
AJMER,Clock Tower,N1,Market,Gokulam 52,2,COMMERCIAL,105,92,74025.98,285.679
NAGPUR,Nagpur Rural,Central,Hub,Station Road 90,2,COMMERCIAL,385,347,462240.9,1657.174
GANDHINAGAR,Sector 7,C3,Extension,New Town 5,2,COMMERCIAL,1443,1310,500934.04,3348.694
COIMBATORE,RS Puram,S2,Hub,Gokulam 58,2,COMMERCIAL,1197,1179,357138.66,5751.114
MEERUT,Meerut City,W5,Section-A,Temple View 25,2,COMMERCIAL,882,750,1662200.69,886.812
KOLKATA SOUTH,Behala,Metro,Section-B,Station Road 44,2,COMMERCIAL,1231,995,967021.78,3645.551
KANPUR,Kalyanpur,Town,Section-B,Janpath 70,2,COMMERCIAL,1437,1258,396815.88,3383.284
PATHANKOT,Su過npur,E4,Hub,Station Road 90,2,COMMERCIAL,1457,1440,2588936.76,5782.406
BATHINDA,Rampura Phul,Rural,Plaza,High Street 68,2,COMMERCIAL,22,19,21006.56,24.202
BELAGAVI,Belagavi Town,E4,Main,Station Road 80,2,COMMERCIAL,988,964,879703.6,4206.513
CHENNAI SOUTH,Guindy,C3,Market,High Street 49,2,COMMERCIAL,625,607,394633.1,1075.881
MYSURU,Mysuru City,S2,Main,Temple View 8,2,COMMERCIAL,761,691,199825.61,786.682
ALWAR,Tijara,Central,Hub,High Street 30,2,COMMERCIAL,450,399,888997.69,1848.915
