City,Year,Domestic_Consumption,Industrial_Consumption,Commercial_Consumption,Total_Consumption
Faridabad,2018,2718,2721,1440,6879
Indore,2017,821,2830,1481,5132
Chennai,2017,1168,4212,1095,6475
Kolkata,2018,1275,3803,579,5657
Meerut,2017,2742,3637,1707,8086
Visakhapatnam,2019,2425,4848,361,7634
Chandigarh,2018,2734,4678,1049,8461
Hubli,2019,1937,4128,1435,7500
Kanpur,2019,2988,2466,1490,6944
Jodhpur,2017,833,2064,1604,4501
Rajkot,2017,2629,2830,454,5913
Kanpur,2019,1871,1968,768,4607
Amritsar,2017,1045,3406,924,5375
Raipur,2018,691,1165,1597,3453
Ludhiana,2018,1998,2113,1920,6031
Nashik,2019,2372,4630,753,7755
Bangalore,2019,2303,3603,1245,7151
Guwahati,2017,985,3391,1699,6075
Vijayawada,2019,2937,3191,812,6940
Pune,2018,572,3069,1639,5280
Delhi,2017,1629,2891,1108,5628
Solapur,2018,827,880,699,2406
Delhi,2017,706,3205,944,4855
Navi Mumbai,2017,2456,1854,972,5282
Kota,2017,2033,3089,1478,6600
Howrah,2018,2099,1628,1185,4912
Visakhapatnam,2018,1277,3835,1720,6832
Faridabad,2019,826,4270,636,5732
Kanpur,2019,770,2290,1501,4561
Bangalore,2019,1079,1412,1888,4379
Dhanbad,2017,2925,4516,1926,9367
Jodhpur,2019,526,2336,605,3467
Thane,2019,1815,3105,407,5327
Jodhpur,2019,2394,2901,721,6016
Kota,2019,1397,4058,1138,6593
Rajkot,2018,580,1929,1910,4419
Nashik,2019,719,4861,1139,6719
Navi Mumbai,2019,722,4401,1631,6754
Vasai,2017,1510,2428,712,4650
Kanpur,2019,2716,2854,650,6220
Coimbatore,2018,1771,4599,890,7260
Ludhiana,2018,2807,4154,843,7804
Vasai,2018,2446,897,302,3645
Faridabad,2019,1439,4912,967,7318
Nagpur,2017,2337,1046,498,3881
Rajkot,2017,2486,2746,1439,6671
Indore,2017,1056,2835,819,4710
Ghaziabad,2017,2786,4922,677,8385
Aurangabad,2018,713,2073,1386,4172
Guwahati,2019,2295,4474,1168,7937
Solapur,2017,1395,1550,1593,4538
Jabalpur,2017,2855,3056,1769,7680
Allahabad,2017,1970,2676,810,5456
Navi Mumbai,2017,2048,1686,1653,5387
Amritsar,2017,2613,2191,1126,5930
Vijayawada,2018,707,4831,986,6524
Lucknow,2017,1775,2416,512,4703
Ghaziabad,2019,1936,4652,501,7089
Raipur,2017,2848,4414,1801,9063
Raipur,2017,1205,4758,979,6942
Bangalore,2018,1895,4757,612,7264
Raipur,2018,2225,2229,931,5385
Indore,2018,1713,2534,533,4780
Delhi,2018,1526,4180,473,6179
Vasai,2017,1879,4835,987,7701
Guwahati,2017,1188,3380,1274,5842
Srinagar,2018,613,4363,932,5908
Raipur,2017,550,3044,408,4002
Agra,2019,1444,862,1253,3559
Bhopal,2017,506,1376,656,2538
Bhopal,2017,2930,2922,1654,7506
Ghaziabad,2019,753,3714,521,4988
Delhi,2018,936,1062,987,2985
Agra,2018,1919,4244,1861,8024
Faridabad,2018,1733,1108,524,3365
Chennai,2017,2311,1941,1162,5414
Vadodara,2019,2308,4347,928,7583
Kota,2018,2579,3114,1154,6847
Nagpur,2017,1416,873,1553,3842
Kolkata,2017,1432,4994,447,6873
Ghaziabad,2019,1482,3471,1073,6026
Meerut,2017,2323,2222,608,5153
Hyderabad,2018,2569,2224,462,5255
Kalyan,2018,1404,2508,1128,5040
Chennai,2018,624,4658,894,6176
Kanpur,2019,2483,1219,1390,5092
Varanasi,2018,873,4164,1934,6971
Nashik,2018,2791,2425,1006,6222
Ghaziabad,2018,789,1133,1482,3404
Patna,2019,1555,962,1341,3858
Bangalore,2018,2453,2733,1321,6507
Varanasi,2019,2801,3019,1051,6871
Dhanbad,2019,1962,3258,1406,6626
Raipur,2017,2102,2786,846,5734
Madurai,2018,1065,3372,1232,5669
Lucknow,2019,1911,3925,1893,7729
Chennai,2019,1834,2137,1083,5054
Ghaziabad,2017,1798,3704,1832,7334
Ahmedabad,2017,970,2305,895,4170
Bangalore,2017,2706,4556,512,7774
Jabalpur,2017,578,1769,1378,3725
Kota,2019,639,4353,1739,6731
Ahmedabad,2017,2077,3334,414,5825
Thane,2019,916,4229,1532,6677
Pune,2017,2400,1658,1196,5254
Patna,2018,1619,3489,1619,6727
Ranchi,2017,1326,4382,1385,7093
Vijayawada,2019,657,1003,1178,2838
Jodhpur,2018,789,3109,714,4612
Kalyan,2017,1246,1219,1016,3481
Patna,2017,2318,1227,1497,5042
Faridabad,2017,1637,3941,1762,7340
Bhopal,2019,2639,1647,1948,6234
Vadodara,2017,1987,1638,828,4453
Madurai,2018,2962,1299,805,5066
Vadodara,2019,1474,3286,968,5728
Agra,2018,1294,2346,570,4210
Rajkot,2018,2490,1511,1416,5417
Hubli,2018,1403,1230,1417,4050
Bhopal,2018,1272,4747,1795,7814
Varanasi,2017,737,4572,1269,6578
Kalyan,2019,1041,2645,873,4559
Jabalpur,2019,2000,4778,1327,8105
Bhopal,2018,1415,4878,343,6636
Solapur,2019,892,3295,1553,5740
Rajkot,2019,2419,1520,880,4819
Jabalpur,2018,864,4305,704,5873
Navi Mumbai,2018,1028,2466,1492,4986
Dhanbad,2018,537,1731,422,2690
Hubli,2018,1055,3121,1780,5956
Pune,2019,1473,1612,1106,4191
Ludhiana,2017,2370,2885,319,5574
Ludhiana,2019,510,2866,674,4050
Chandigarh,2017,849,949,798,2596
Madurai,2019,2836,2342,1264,6442
Coimbatore,2017,2450,4630,1656,8736
Coimbatore,2019,963,2755,1483,5201
Coimbatore,2017,1126,3354,598,5078
Jodhpur,2017,721,2786,959,4466
Madurai,2019,1042,1533,617,3192
Thane,2018,2569,2554,1727,6850
Jabalpur,2017,1971,4623,1700,8294
Rajkot,2018,2060,4435,414,6909
Vasai,2019,2357,3551,1016,6924
Gwalior,2017,2706,1809,1202,5717
Ranchi,2018,2855,2547,577,5979
Kota,2018,2873,3369,1878,8120
Mumbai,2018,1684,3643,1078,6405
Lucknow,2019,2561,3588,1815,7964
Mumbai,2018,743,2394,587,3724
Patna,2017,2254,4600,1906,8760
Indore,2018,781,2878,1366,5025
Madurai,2017,1787,4200,1195,7182
Jodhpur,2019,1585,4237,634,6456
Vadodara,2018,1759,4585,1441,7785
Kanpur,2019,735,3754,1842,6331
Jaipur,2018,2833,1891,1293,6017
Navi Mumbai,2019,1968,2488,1360,5816
Srinagar,2017,819,3075,1258,5152
Hyderabad,2019,2107,4015,1734,7856
Raipur,2017,1728,2555,1864,6147
Mumbai,2019,764,1241,1975,3980
Kalyan,2017,1384,2258,463,4105
Ludhiana,2018,1302,4909,317,6528
Hyderabad,2018,1171,2293,1581,5045
Vijayawada,2017,1861,2644,806,5311
Ahmedabad,2019,1931,3927,471,6329
Madurai,2017,550,2265,1926,4741
Bangalore,2017,2532,2827,559,5918
Hyderabad,2017,1089,4889,1801,7779
Chandigarh,2018,1731,2240,625,4596
Madurai,2019,2455,1651,1198,5304
Meerut,2018,673,1767,1188,3628
Ludhiana,2018,1395,1335,1085,3815
Dhanbad,2018,793,2244,1653,4690
Hubli,2017,687,3957,1052,5696
Madurai,2018,1116,4815,957,6888
Madurai,2017,2316,4430,1086,7832
Visakhapatnam,2019,2820,4024,1315,8159
Vasai,2017,1970,4477,378,6825
Indore,2018,1080,1148,1852,4080
Howrah,2019,1741,1887,1326,4954
Faridabad,2018,611,1745,1450,3806
Lucknow,2017,608,1186,822,2616
Bangalore,2018,2881,2827,635,6343
Hubli,2017,2162,3550,1656,7368
Delhi,2019,2693,2282,655,5630
Ghaziabad,2018,2276,2197,590,5063
Meerut,2017,1125,4924,301,6350
Howrah,2018,503,3326,1114,4943
Raipur,2019,989,4717,1855,7561
Ahmedabad,2018,1613,1460,1545,4618
Lucknow,2018,2537,3520,316,6373
Meerut,2018,2272,1428,1926,5626
Pune,2017,509,1426,470,2405
Varanasi,2019,1524,1382,546,3452
Patna,2018,2837,4175,1674,8686
Dhanbad,2019,2950,2804,373,6127
Chandigarh,2019,892,3671,1618,6181
Dhanbad,2017,1223,4896,554,6673
Raipur,2017,1084,2414,1840,5338
Kota,2019,2495,4808,1269,8572
Delhi,2017,2706,1007,1991,5704
Nashik,2017,1336,3181,1133,5650
Ghaziabad,2017,1213,4052,1272,6537
Gwalior,2019,1036,2308,736,4080
Vasai,2019,510,4694,1855,7059
Varanasi,2017,2030,2903,1209,6142
Ahmedabad,2018,1016,2748,900,4664
Kalyan,2018,2669,4302,1052,8023
Kota,2017,2672,873,547,4092
Srinagar,2019,2964,4750,1391,9105
Kolkata,2018,1912,3801,1524,7237
Chandigarh,2019,1393,4559,1382,7334
Bhopal,2017,1940,1102,943,3985
Gwalior,2019,1280,2063,1842,5185
Patna,2019,2062,4933,327,7322
Coimbatore,2017,1535,1680,1835,5050
Rajkot,2019,2091,4358,1240,7689
Kalyan,2018,2995,1071,1036,5102
Chandigarh,2019,1711,2443,1690,5844
Indore,2019,1985,2039,753,4777
Vadodara,2019,1683,1975,744,4402
Delhi,2019,2001,4324,1657,7982
Vasai,2019,1057,1704,1817,4578
Amritsar,2018,1009,4116,1993,7118
Chandigarh,2017,964,2651,1011,4626
Ghaziabad,2018,2426,1585,888,4899
Lucknow,2019,2065,2921,1036,6022
Ranchi,2017,2683,3698,1005,7386
Jodhpur,2019,1948,4715,1342,8005
Navi Mumbai,2019,2441,1008,837,4286
Mumbai,2019,1091,2240,721,4052
Srinagar,2017,1859,3809,1057,6725
Vadodara,2017,2387,3708,873,6968
Delhi,2018,1347,1661,1771,4779
Faridabad,2018,941,1029,1778,3748
Indore,2018,1643,3364,1212,6219
Hubli,2019,1665,2197,1802,5664
Rajkot,2019,2929,4383,1852,9164
Ahmedabad,2017,2572,2432,1222,6226
Bangalore,2018,2904,1281,1922,6107
Ludhiana,2018,688,3892,692,5272
Vadodara,2017,1289,1063,645,2997
Bhopal,2019,2736,1836,463,5035
Indore,2017,2127,1112,1424,4663
Pune,2018,1989,3126,444,5559
Varanasi,2018,763,2534,1297,4594
Gwalior,2018,1678,804,1782,4264
Kolkata,2018,2132,4035,819,6986
Navi Mumbai,2018,2590,2471,519,5580
Jodhpur,2019,2446,2442,1845,6733
Ghaziabad,2019,2325,4020,1139,7484
Jodhpur,2019,500,3861,791,5152
Indore,2019,2891,1103,785,4779
Nashik,2018,1082,2653,1280,5015
Patna,2018,968,4592,435,5995
Guwahati,2017,2110,4085,1678,7873
Coimbatore,2018,1294,2748,1560,5602
Thane,2018,1436,3966,752,6154
Hyderabad,2017,1415,1344,352,3111
Amritsar,2018,1050,2926,1225,5201
Nashik,2018,1164,4508,731,6403
Nagpur,2017,666,4793,987,6446
Ranchi,2019,1098,1591,1709,4398
Agra,2019,599,1668,1268,3535
Pune,2019,1135,4115,1015,6265
Bhopal,2018,1744,2375,1099,5218
Varanasi,2019,1235,2551,1315,5101
Kalyan,2017,506,2395,1520,4421
Guwahati,2019,1505,849,1006,3360
Jabalpur,2018,1669,4772,1281,7722
Aurangabad,2018,2544,1190,1171,4905
Dhanbad,2017,1766,1337,660,3763
Indore,2017,2940,1568,1908,6416
Vadodara,2019,1714,3102,1378,6194
Srinagar,2018,2316,4796,1406,8518
Bhopal,2019,2122,3379,570,6071
Dhanbad,2018,974,2053,1845,4872
Kota,2017,799,2609,1263,4671
Guwahati,2018,2981,4679,352,8012
Ludhiana,2019,2735,1558,1342,5635
Patna,2018,1127,1137,1432,3696
Patna,2019,1740,4448,1735,7923
Coimbatore,2017,1510,3611,460,5581
Vadodara,2017,1005,1022,1325,3352
Ludhiana,2018,1808,1965,1516,5289
Pune,2019,1440,2281,938,4659
Indore,2019,1389,2871,809,5069
Gwalior,2017,2909,2209,1290,6408
Chennai,2018,1764,3870,605,6239
Hubli,2019,2761,3932,1868,8561
Meerut,2018,867,2432,1132,4431
Raipur,2019,843,1867,1654,4364
Vadodara,2019,2138,2085,1490,5713
Visakhapatnam,2018,1818,1219,1912,4949
Nashik,2019,837,3973,1702,6512
Rajkot,2017,1906,2399,1701,6006
Hubli,2017,605,2568,866,4039
Srinagar,2019,2392,2378,1489,6259
Vadodara,2017,2490,3013,613,6116
Meerut,2019,865,3031,344,4240
Vijayawada,2018,1507,4502,1502,7511
Mumbai,2017,1680,3296,535,5511
Chennai,2017,2933,1832,787,5552
Faridabad,2018,913,4430,1201,6544
Faridabad,2018,844,4159,392,5395
Kolkata,2019,955,1288,1218,3461
Dhanbad,2017,1755,2497,1305,5557
Bhopal,2017,1900,3059,1872,6831
Kota,2017,2306,1006,964,4276
Ranchi,2018,2273,2933,662,5868
Raipur,2017,1371,4973,1064,7408
Ludhiana,2019,949,3084,1587,5620
Patna,2017,1408,1144,382,2934
Vijayawada,2019,1242,905,1402,3549
Vasai,2019,2722,4609,1077,8408
Hubli,2019,692,3923,1123,5738
Ghaziabad,2017,1747,4478,1060,7285
Dhanbad,2018,2349,4168,614,7131
Delhi,2019,1136,2601,993,4730
Allahabad,2019,1129,4058,1711,6898
Chennai,2018,1225,2974,1806,6005
Ranchi,2018,2952,1805,1781,6538
Kolkata,2019,673,1764,1877,4314
Bangalore,2018,1231,2570,1078,4879
Ludhiana,2017,1214,861,305,2380
Ludhiana,2017,2854,4233,1980,9067
Madurai,2019,2255,1832,1453,5540
Gwalior,2017,2110,3816,1125,7051
Bangalore,2019,1867,3844,770,6481
Srinagar,2017,2597,4963,1005,8565
Kanpur,2017,1986,1617,574,4177
Srinagar,2017,2278,3918,1332,7528
Hubli,2019,1937,2316,1440,5693
Amritsar,2017,1828,4048,814,6690
Hyderabad,2018,901,836,662,2399
Ghaziabad,2017,1589,1619,1388,4596
Chandigarh,2017,661,2832,1115,4608
Lucknow,2019,2454,3526,1040,7020
Lucknow,2017,1656,1742,1527,4925
Indore,2017,867,4116,1555,6538
Navi Mumbai,2019,1440,4186,1121,6747
Raipur,2017,2890,4699,1079,8668
Guwahati,2018,532,3579,1730,5841
Varanasi,2018,2809,4216,949,7974
Jodhpur,2018,2539,2128,1290,5957
Solapur,2019,2685,3740,1219,7644
Bhopal,2018,1420,3818,1686,6924
Solapur,2019,1153,3735,1985,6873
Vasai,2019,2536,3851,1688,8075
Kanpur,2018,802,3874,323,4999
Hyderabad,2018,2336,4589,1566,8491
Navi Mumbai,2017,995,4258,318,5571
Srinagar,2017,2660,4618,1703,8981
Ghaziabad,2018,2431,1417,1523,5371
Indore,2019,773,1834,1507,4114
Bhopal,2019,2395,3972,696,7063
Kota,2019,1887,1290,1050,4227
Kalyan,2017,2920,3679,942,7541
Chandigarh,2019,2447,4610,1032,8089
Hubli,2018,2408,1251,566,4225
Howrah,2017,754,1515,449,2718
Ranchi,2018,1076,2090,659,3825
Visakhapatnam,2019,2454,2903,511,5868
Patna,2019,2077,1902,1459,5438
Mumbai,2017,2914,2676,1385,6975
Vasai,2019,2827,2356,1851,7034
Bhopal,2017,2398,4664,650,7712
Indore,2018,2683,4697,1992,9372
Navi Mumbai,2019,2276,1542,1527,5345
Kanpur,2018,1784,2252,1004,5040
Visakhapatnam,2018,1927,3627,480,6034
Rajkot,2017,1443,3283,414,5140
Amritsar,2018,1857,2272,1058,5187
Pune,2017,2862,966,777,4605
Howrah,2017,1726,4201,418,6345
Hubli,2018,2330,2550,565,5445
Aurangabad,2018,1129,1200,356,2685
Jodhpur,2017,1687,4539,1056,7282
Madurai,2019,1808,2609,994,5411
Indore,2019,1353,4694,938,6985
Ranchi,2019,2844,2051,1287,6182
Solapur,2019,1550,1823,1032,4405
Coimbatore,2017,2752,1949,1770,6471
Hyderabad,2017,822,2866,696,4384
Chennai,2018,2373,4000,336,6709
Jodhpur,2018,2685,1131,1997,5813
Bhopal,2017,2356,1305,772,4433
Madurai,2018,1890,888,438,3216
Indore,2018,2640,3917,1835,8392
Patna,2019,1358,4891,1315,7564
Allahabad,2018,1045,2334,719,4098
Lucknow,2017,1179,4663,1225,7067
Hubli,2018,1352,3108,771,5231
Agra,2018,529,3400,595,4524
Thane,2018,1947,1590,1384,4921
Agra,2017,1945,1255,1713,4913
Dhanbad,2019,2473,4403,1294,8170
Jabalpur,2018,1650,2242,989,4881
Mumbai,2019,880,2320,1013,4213
Ludhiana,2017,2018,3837,1013,6868
Pune,2018,1807,4822,1434,8063
Meerut,2018,2545,3650,1700,7895
Navi Mumbai,2019,1411,3384,655,5450
Meerut,2019,958,2869,958,4785
Solapur,2018,1532,3167,1043,5742
Dhanbad,2018,2174,4424,1253,7851
Coimbatore,2018,787,1791,389,2967
Ahmedabad,2017,1913,1582,315,3810
Vadodara,2018,2030,3774,1547,7351
Chandigarh,2019,2686,3122,1354,7162
Navi Mumbai,2017,1470,2900,1375,5745
Jabalpur,2017,1485,3214,1057,5756
Srinagar,2019,1255,4824,531,6610
Varanasi,2017,2766,2698,1801,7265
Indore,2018,2921,1382,1724,6027
Jodhpur,2018,1810,2837,1415,6062
Meerut,2018,2708,1522,851,5081
Ranchi,2018,2453,3898,1027,7378
Visakhapatnam,2018,631,2790,909,4330
Jabalpur,2018,2246,3913,1562,7721
Aurangabad,2019,1915,1541,1562,5018
Navi Mumbai,2018,2556,2241,1935,6732
Visakhapatnam,2019,1037,2464,1396,4897
Vadodara,2017,685,4519,338,5542
Jaipur,2019,2345,3606,694,6645
Nashik,2019,2208,3103,1170,6481
Agra,2017,2952,4037,590,7579
Bangalore,2019,2467,2200,1318,5985
Delhi,2018,1025,1006,1488,3519
Agra,2017,2599,2835,1639,7073
Kanpur,2018,2960,4288,548,7796
Dhanbad,2018,1381,3694,1748,6823
Meerut,2017,2960,2939,1992,7891
Ludhiana,2017,2219,1076,1311,4606
Coimbatore,2017,2140,2675,1918,6733
Chennai,2017,2041,950,1173,4164
Hyderabad,2018,1454,1947,1995,5396
Coimbatore,2019,989,1006,1071,3066
Rajkot,2019,1106,1245,799,3150
Ahmedabad,2018,525,1256,834,2615
Allahabad,2019,1742,3424,640,5806
Bangalore,2018,850,1316,1749,3915
Guwahati,2017,1346,3305,614,5265
Srinagar,2019,609,4290,1118,6017
Indore,2018,1492,3832,449,5773
Kalyan,2017,806,2187,1935,4928
Nashik,2017,2972,4050,1227,8249
Nagpur,2019,1922,4545,1277,7744
Chennai,2017,1869,4591,1440,7900
Mumbai,2017,2194,1037,1706,4937
Faridabad,2017,2479,3543,1460,7482
Dhanbad,2019,2798,1890,341,5029
Bangalore,2018,957,1158,1535,3650
Faridabad,2017,2349,3812,1759,7920
Pune,2017,2565,2757,775,6097
Varanasi,2018,1009,2153,842,4004
Rajkot,2019,2876,3607,1496,7979
Jaipur,2017,2379,1016,1130,4525
Howrah,2019,1263,3487,1386,6136
Vadodara,2018,2861,3031,1068,6960
Agra,2019,884,1549,329,2762
Kolkata,2018,2352,1129,537,4018
Hubli,2018,1201,4347,537,6085
Gwalior,2017,834,3843,1515,6192
Dhanbad,2018,1498,2260,357,4115
Rajkot,2017,1990,3385,1152,6527
Indore,2018,974,3920,1799,6693
Srinagar,2019,635,1844,1080,3559
Madurai,2017,1895,4064,1714,7673
Madurai,2018,1999,974,866,3839
Visakhapatnam,2019,1792,1064,422,3278
Vasai,2019,1036,822,1049,2907
Vijayawada,2018,513,4148,1737,6398
Chandigarh,2018,1216,2359,590,4165
Ahmedabad,2019,1552,4855,646,7053
Srinagar,2018,2598,4180,1971,8749
Mumbai,2018,520,3686,1002,5208
Kota,2018,1309,1480,1716,4505
Ghaziabad,2019,581,2381,1474,4436
Faridabad,2018,2970,1867,1235,6072
Faridabad,2019,1755,955,362,3072
Varanasi,2019,1854,3943,1926,7723
Agra,2019,823,1967,1878,4668
Vasai,2018,982,4859,492,6333
Chennai,2019,630,4860,1176,6666
Jaipur,2019,974,2011,1360,4345
Solapur,2019,1130,2112,1190,4432
Coimbatore,2019,1925,2484,1450,5859
Howrah,2017,1296,3602,533,5431
Indore,2017,1032,1904,1015,3951
Hubli,2019,840,3809,1581,6230
Kolkata,2017,1513,4991,352,6856
Chandigarh,2018,1541,863,991,3395
Coimbatore,2018,532,2721,331,3584
Kalyan,2018,2905,2281,747,5933
Agra,2019,2716,4612,1034,8362
Vasai,2019,896,2348,1422,4666
Lucknow,2019,2010,2673,1510,6193
Vasai,2019,1299,4267,1128,6694
Navi Mumbai,2019,2757,4700,370,7827
Vasai,2019,2437,2868,1566,6871
Thane,2017,906,3871,888,5665
Nashik,2019,1743,3328,570,5641
Ludhiana,2019,2026,2107,1273,5406
Ghaziabad,2018,2260,4448,1091,7799
Gwalior,2018,2195,3835,386,6416
Kalyan,2017,1195,2683,1955,5833
Agra,2018,2014,3875,588,6477
Ludhiana,2019,2770,3468,1978,8216
Delhi,2019,2474,2700,1026,6200
Kota,2018,1205,2443,843,4491
Chennai,2019,2543,885,1817,5245
Raipur,2018,1133,2793,1048,4974
Patna,2017,2920,968,1005,4893
Dhanbad,2019,818,2490,818,4126
Lucknow,2018,1582,1844,948,4374
Vadodara,2019,1600,4785,942,7327
Thane,2018,1525,4116,568,6209
Kota,2017,2136,4167,668,6971
Kolkata,2019,920,3657,1431,6008
Pune,2017,1058,3640,907,5605
Faridabad,2018,2312,4908,706,7926
Howrah,2019,2793,4272,541,7606
Coimbatore,2017,2382,3973,734,7089
Jabalpur,2017,1902,3671,587,6160
Aurangabad,2019,677,1072,1112,2861
Jodhpur,2017,2480,2949,1631,7060
Hyderabad,2017,2184,1929,1822,5935
Srinagar,2018,2822,3928,1952,8702
Amritsar,2019,1589,4233,411,6233
Pune,2018,2168,2407,1828,6403
Kanpur,2017,1837,3962,1615,7414
Allahabad,2017,1150,4924,334,6408
Kanpur,2017,1489,1553,1397,4439
Kanpur,2019,1658,2023,1709,5390
Ghaziabad,2019,1620,1190,975,3785
Nashik,2017,1484,1541,1529,4554
Howrah,2019,574,4565,1837,6976
Howrah,2018,2182,3151,1435,6768
Srinagar,2019,1547,4356,377,6280
Amritsar,2017,2977,4533,1044,8554
Kanpur,2019,1843,1566,1596,5005
Aurangabad,2019,2527,3034,355,5916
Ghaziabad,2017,2239,2266,318,4823
Bangalore,2019,2896,4698,912,8506
Ahmedabad,2018,1541,3175,1429,6145
Kanpur,2018,2135,3023,1600,6758
Pune,2018,1239,3413,1821,6473
Solapur,2019,1141,1437,1494,4072
Bhopal,2017,1562,820,1353,3735
Faridabad,2019,788,3211,1385,5384
Hyderabad,2018,2175,3664,1551,7390
Guwahati,2019,639,3053,1934,5626
Jabalpur,2018,1952,4322,813,7087
Kalyan,2017,2448,2702,1815,6965
Ludhiana,2017,2102,3745,1846,7693
Chennai,2019,1805,1597,617,4019
Patna,2017,1805,873,1960,4638
Delhi,2017,2842,2572,1454,6868
Ludhiana,2019,1001,2140,1998,5139
Ghaziabad,2018,2420,3078,1436,6934
Patna,2018,2905,1158,1198,5261
Meerut,2017,2183,2751,1777,6711
Solapur,2018,2372,1459,1010,4841
Jaipur,2017,2728,1509,839,5076
Solapur,2018,2358,1102,323,3783
Rajkot,2017,2252,4933,1088,8273
Delhi,2018,1434,2063,1467,4964
Jaipur,2019,2799,2533,652,5984
Faridabad,2018,2889,1697,1786,6372
Ahmedabad,2018,2647,4984,998,8629
Allahabad,2017,2045,3923,1971,7939
Raipur,2017,2097,2282,1602,5981
Bangalore,2018,871,4911,1882,7664
Howrah,2018,1438,1671,1949,5058
Navi Mumbai,2018,1162,3912,1227,6301
Meerut,2017,1703,2607,973,5283
Chennai,2019,1615,1927,1152,4694
Hyderabad,2017,1138,1338,1711,4187
Vasai,2017,2746,4710,1430,8886
Agra,2018,513,2344,769,3626
Thane,2017,1949,2599,307,4855
Coimbatore,2018,583,3522,1496,5601
Vadodara,2018,1435,3861,1527,6823
Varanasi,2019,1718,3289,454,5461
Coimbatore,2017,1317,4059,1753,7129
Hyderabad,2019,968,4811,758,6537
Solapur,2017,2365,3074,391,5830
Patna,2017,1112,2966,1519,5597
Hyderabad,2017,2268,4839,804,7911
Ghaziabad,2019,1281,1150,1639,4070
Vasai,2019,1004,4552,1684,7240
Jaipur,2019,2616,4186,1857,8659
Nagpur,2017,2753,2279,809,5841
Gwalior,2018,1661,2889,934,5484
Thane,2019,2517,1385,1412,5314
Howrah,2019,656,2952,604,4212
Chennai,2018,2766,3198,1639,7603
Howrah,2018,2375,3350,1259,6984
Rajkot,2019,2538,2824,1328,6690
Gwalior,2017,2559,4562,1151,8272
Rajkot,2017,1151,2549,1965,5665
Raipur,2019,1130,2992,1864,5986
Solapur,2018,2990,4421,1770,9181
Amritsar,2019,1691,1422,1509,4622
Indore,2018,565,1262,973,2800
Bangalore,2018,2358,2212,1729,6299
Nagpur,2017,888,3686,1838,6412
Bangalore,2017,1338,2208,1005,4551
Bhopal,2018,2703,2341,991,6035
Kanpur,2019,1377,2340,1678,5395
Solapur,2019,1944,4301,370,6615
Kanpur,2018,2396,3615,989,7000
Ranchi,2018,530,4684,875,6089
Jaipur,2018,1860,4798,1329,7987
Patna,2017,2230,1536,638,4404
Navi Mumbai,2018,2229,2702,756,5687
Jaipur,2018,2968,1231,1091,5290
Nashik,2017,1651,801,1645,4097
Agra,2019,788,2608,501,3897
Ranchi,2017,2437,3313,1263,7013
Jaipur,2019,2371,2104,485,4960
Navi Mumbai,2019,851,2604,860,4315
Kanpur,2017,1637,1915,1698,5250
Madurai,2019,1506,2067,934,4507
Ludhiana,2018,679,990,1964,3633
Delhi,2018,677,4924,542,6143
Navi Mumbai,2018,1350,3895,963,6208
Jaipur,2018,1269,3801,413,5483
Ludhiana,2018,1536,3444,998,5978
Chennai,2019,665,1919,506,3090
Kanpur,2017,2209,2091,486,4786
Chennai,2018,1055,982,1210,3247
Vijayawada,2018,1210,3485,1505,6200
Chandigarh,2019,1592,2263,831,4686
Ranchi,2017,2452,2415,540,5407
Kalyan,2017,988,1827,619,3434
Vadodara,2019,594,4217,353,5164
Allahabad,2019,1552,3996,862,6410
Madurai,2018,2802,2842,1339,6983
Meerut,2018,2220,4007,1673,7900
Bhopal,2018,866,4011,1258,6135
Jabalpur,2019,701,1608,1666,3975
Nashik,2017,1138,1989,474,3601
Bhopal,2019,1900,1987,1026,4913
Jaipur,2017,2951,3681,448,7080
Navi Mumbai,2019,1938,2082,598,4618
Faridabad,2019,1674,3935,1694,7303
Jabalpur,2018,895,2767,1256,4918
Dhanbad,2017,1587,4526,587,6700
Howrah,2018,2670,1402,758,4830
Visakhapatnam,2019,1827,3755,1549,7131
Meerut,2018,2825,1629,1887,6341
Navi Mumbai,2017,822,1783,604,3209
Solapur,2019,1975,3743,1863,7581
Visakhapatnam,2019,2470,3381,573,6424
Coimbatore,2018,2869,3496,1684,8049
Hubli,2017,1510,1348,1573,4431
Visakhapatnam,2018,1666,4013,1431,7110
Chennai,2018,2123,1755,1958,5836
Pune,2019,1550,2561,1235,5346
Jaipur,2019,1855,1648,718,4221
Solapur,2017,2941,3406,1733,8080
Ahmedabad,2017,2202,4371,1531,8104
Raipur,2018,1811,1150,1455,4416
Kota,2019,885,4048,1938,6871
Ranchi,2019,2555,4615,1984,9154
Agra,2017,1021,4694,1972,7687
Visakhapatnam,2017,636,2183,587,3406
Vijayawada,2018,1796,1363,1052,4211
Agra,2017,2986,1134,1036,5156
Vijayawada,2018,2987,810,522,4319
Visakhapatnam,2017,1734,2205,1657,5596
Thane,2017,875,1667,777,3319
Allahabad,2017,1490,2663,710,4863
Rajkot,2018,2754,1179,1853,5786
Navi Mumbai,2017,2655,4218,1158,8031
Nagpur,2018,1131,2211,468,3810
Kalyan,2017,2894,3533,1262,7689
Meerut,2018,2964,4499,665,8128
Kolkata,2019,503,3312,1006,4821
Agra,2019,2942,3570,424,6936
Mumbai,2019,2072,2155,1153,5380
Vijayawada,2019,1480,1436,1177,4093
Kota,2018,1950,4768,526,7244
Nagpur,2017,500,1545,412,2457
