Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
HALDWANI,Town,S1,B-Block,Square-1242,2,COMMERCIAL,962,898,1547423.0,3950.795
SILIGURI,Town,Zone-C,New Extension,Complex-1243,2,COMMERCIAL,392,353,316056.22,1452.465
SOUTH DELHI,Saket,S1,A-Block,Plaza-1244,2,COMMERCIAL,106,83,107816.94,298.937
JAMMU,Canal Division,Central-Hub,New Extension,Heights-1245,2,COMMERCIAL,1978,1507,1544139.45,9352.232
KARGIL,Town Division,E3,A-Block,Villas-1246,2,COMMERCIAL,793,624,213981.42,3349.076
CHANDIGARH,Sector 17,N2,Tech Park,Square-1247,2,COMMERCIAL,506,473,423418.59,3182.377
PUDUCHERRY,Town Division,E3,New Extension,Junction-1248,2,COMMERCIAL,2121,1649,1601446.21,4704.421
PORT BLAIR,Haddo,Central-Hub,Railway Colony,Villas-1249,2,COMMERCIAL,1931,1816,2669453.83,5006.326
SILVASSA,Amli,Rural-Zone,New Extension,Complex-1250,2,COMMERCIAL,639,625,244328.28,4493.685
DAMAN,Moti Daman,Industrial-X,Main Market,Heights-1251,2,COMMERCIAL,918,703,292043.79,2552.409
TIRUPATI,Balaji Colony,S1,Tech Park,Villas-1252,2,COMMERCIAL,314,283,488055.93,2304.605
ITANAGAR,Capital Division,W4,B-Block,Junction-1253,2,COMMERCIAL,865,749,721390.68,1320.891
GUWAHATI,Maligaon,Rural-Zone,Main Market,Complex-1254,2,COMMERCIAL,795,752,404878.54,3013.415
MUZAFFARPUR,Town Division,Rural-Zone,Main Market,Arcade-1255,2,COMMERCIAL,1106,1031,1536116.83,6021.501
RAIPUR,City Circle,Zone-C,New Extension,Heights-1256,2,COMMERCIAL,271,215,357816.38,555.602
MARGAO,Division IV,W4,New Extension,Complex-1257,2,COMMERCIAL,1286,1012,955201.25,3099.116
AHMEDABAD,Sabarmati,Township,Tech Park,Terrace-1258,2,COMMERCIAL,28,23,37528.05,26.064
GURUGRAM,Suburban,N2,Tech Park,Complex-1259,2,COMMERCIAL,1006,760,1223984.99,6227.176
SHIMLA,City,Metro-A,B-Block,Heights-1260,2,COMMERCIAL,1427,1088,2000500.23,3515.867
JAMSHEDPUR,Adityapur,S1,Main Market,Junction-1261,2,COMMERCIAL,1367,1344,2726678.0,9610.92
BENGALURU,Jayanagar,Zone-C,Tech Park,Plaza-1262,2,COMMERCIAL,1256,1173,494742.46,7826.241
KOCHI,Marine Drive,N2,High Street,Plaza-1263,2,COMMERCIAL,555,494,964015.54,467.694
BHOPAL,City,Central-Hub,A-Block,Villas-1264,2,COMMERCIAL,951,902,572197.95,1002.455
MUMBAI,Bandra,Township,New Extension,Junction-1265,2,COMMERCIAL,1982,1629,2545067.3,4473.219
IMPHAL,Division I,S1,High Street,Complex-1266,2,COMMERCIAL,1635,1452,1192691.92,12110.049
SHILLONG,East Khasi,Zone-C,Main Market,Complex-1267,2,COMMERCIAL,1014,864,740306.26,4554.063
AIZAWL,Bawngkawn,S1,New Extension,Heights-1268,2,COMMERCIAL,2249,1783,1331844.19,7289.684
DIMAPUR,Central,S1,Tech Park,Junction-1269,2,COMMERCIAL,1841,1558,3857844.68,13553.558
CUTTACK,CDD,N2,A-Block,Complex-1270,2,COMMERCIAL,307,281,604951.58,1637.082
AMRITSAR,Hall Gate,Central-Hub,B-Block,Villas-1271,2,COMMERCIAL,2209,2098,1358286.84,13759.226
JODHPUR,Sardarpura,S1,Main Market,Mews-1272,2,COMMERCIAL,1270,1029,1260201.76,9185.052
GANGTOK,Division I,Metro-A,Tech Park,Villas-1273,2,COMMERCIAL,1892,1595,899067.99,12635.581
CHENNAI,Anna Nagar,W4,Railway Colony,Mews-1274,2,COMMERCIAL,1191,1107,250243.62,8411.092
WARANGAL,Kazipet,Rural-Zone,Railway Colony,Junction-1275,2,COMMERCIAL,1773,1763,1059202.05,8009.628
AGARTALA,Division I,W4,Main Market,Arcade-1276,2,COMMERCIAL,1238,1204,917303.52,7320.902
KANPUR,Kidwai Nagar,E3,Main Market,Heights-1277,2,COMMERCIAL,1376,1227,2923772.83,2736.631
HALDWANI,Lalkuan,Metro-A,Tech Park,Plaza-1278,2,COMMERCIAL,1798,1485,2541041.89,7326.142
KOLKATA,Gariahat,E3,High Street,Arcade-1279,2,COMMERCIAL,2102,1594,2984486.18,10836.318
SOUTH DELHI,Malviya Nagar,Zone-C,Tech Park,Mews-1280,2,COMMERCIAL,926,878,628081.8,5402.859
JAMMU,Bari Brahmana,E3,Main Market,Terrace-1281,2,COMMERCIAL,140,129,94698.51,859.591
KARGIL,Town Division,Zone-C,High Street,Terrace-1282,2,COMMERCIAL,1186,951,803030.5,4279.311
CHANDIGARH,Sector 17,N2,B-Block,Complex-1283,2,COMMERCIAL,149,138,160926.15,1028.557
PUDUCHERRY,Town Division,N2,High Street,Complex-1284,2,COMMERCIAL,2476,1988,565622.96,9460.726
PORT BLAIR,City Circle,Industrial-X,Main Market,Mews-1285,2,COMMERCIAL,2050,1701,1418717.67,12287.789
SILVASSA,Industrial Circle,E3,Railway Colony,Arcade-1286,2,COMMERCIAL,2307,2016,3990667.25,3370.695
DAMAN,Nani Daman,Zone-C,High Street,Arcade-1287,2,COMMERCIAL,2464,2275,5223742.41,11360.92
VIJAYAWADA,Gunadala,S1,Tech Park,Square-1288,2,COMMERCIAL,929,779,1242826.58,5849.553
PASIGHAT,East Siang,Industrial-X,Main Market,Junction-1289,2,COMMERCIAL,1922,1891,2282430.57,6148.909
GUWAHATI,Maligaon,Industrial-X,High Street,Plaza-1290,2,COMMERCIAL,2060,1630,3044971.76,14884.746
PATNA,PESU West,Rural-Zone,Railway Colony,Junction-1291,2,COMMERCIAL,103,102,33909.0,199.003
BILASPUR,City,E3,New Extension,Mews-1292,2,COMMERCIAL,2362,2245,1656481.28,17394.91
PANAJI,Division I,Central-Hub,Tech Park,Villas-1293,2,COMMERCIAL,1395,1111,466345.07,5802.096
AHMEDABAD,Sabarmati,W4,A-Block,Terrace-1294,2,COMMERCIAL,1853,1538,2211255.67,5837.234
GURUGRAM,City,Rural-Zone,High Street,Mews-1295,2,COMMERCIAL,1653,1603,3088949.09,10473.488
DHARAMSHALA,Town,N2,High Street,Plaza-1296,2,COMMERCIAL,2163,1646,4340714.66,10208.217
JAMSHEDPUR,Mango,Industrial-X,New Extension,Complex-1297,2,COMMERCIAL,1434,1217,918232.66,4717.371
MYSURU,Rural,N2,A-Block,Terrace-1298,2,COMMERCIAL,1677,1358,1451277.73,10353.991
TRIVANDRUM,Pattom,Metro-A,High Street,Square-1299,2,COMMERCIAL,1328,1010,377402.13,7620.947
INDORE,Rajwada,Township,B-Block,Square-1300,2,COMMERCIAL,2153,1886,1694772.48,8675.676
NAGPUR,Gandhibagh,Zone-C,B-Block,Mews-1301,2,COMMERCIAL,1064,862,887829.97,5835.705
IMPHAL,Division I,N2,New Extension,Mews-1302,2,COMMERCIAL,901,714,1361011.29,4192.539
SHILLONG,Laitumkhrah,Zone-C,New Extension,Heights-1303,2,COMMERCIAL,765,744,899930.4,2737.801
AIZAWL,Bawngkawn,Rural-Zone,High Street,Heights-1304,2,COMMERCIAL,837,650,363999.94,4543.621
KOHIMA,Town Division,Central-Hub,New Extension,Villas-1305,2,COMMERCIAL,2138,2025,820732.77,2786.455
BHUBANESWAR,BED,N2,A-Block,Plaza-1306,2,COMMERCIAL,657,494,464197.97,2642.792
LUDHIANA,Model Town,Metro-A,Main Market,Plaza-1307,2,COMMERCIAL,872,682,1685609.55,3920.018
JAIPUR,Vaishali,W4,Main Market,Terrace-1308,2,COMMERCIAL,1214,1123,1135675.15,1467.274
GANGTOK,Division I,N2,A-Block,Arcade-1309,2,COMMERCIAL,418,353,435813.09,2318.161
CHENNAI,Anna Nagar,E3,High Street,Heights-1310,2,COMMERCIAL,1499,1296,1711326.77,10372.809
WARANGAL,Station Road,Central-Hub,Tech Park,Villas-1311,2,COMMERCIAL,1128,1033,367197.01,4856.647
AGARTALA,Badharghat,Zone-C,New Extension,Plaza-1312,2,COMMERCIAL,1299,1156,297259.14,8310.926
NOIDA,Sector 62,W4,B-Block,Plaza-1313,2,COMMERCIAL,1258,992,942462.02,1818.207
HALDWANI,Lalkuan,S1,Railway Colony,Arcade-1314,2,COMMERCIAL,1645,1495,1050693.03,7749.512
KOLKATA,Behala,N2,A-Block,Heights-1315,2,COMMERCIAL,1858,1412,2490199.23,6688.669
SOUTH DELHI,Hauz Khas,E3,New Extension,Villas-1316,2,COMMERCIAL,376,310,218409.06,2112.037
SRINAGAR,Karan Nagar,W4,Railway Colony,Plaza-1317,2,COMMERCIAL,811,692,1782064.34,1981.235
KARGIL,Town Division,Industrial-X,Tech Park,Complex-1318,2,COMMERCIAL,2414,1877,3437466.62,15381.445
CHANDIGARH,Sector 17,E3,Main Market,Villas-1319,2,COMMERCIAL,54,48,9374.97,271.238
PUDUCHERRY,Town Division,E3,Tech Park,Junction-1320,2,COMMERCIAL,854,668,143546.15,4231.495
PORT BLAIR,City Circle,Township,High Street,Complex-1321,2,COMMERCIAL,1940,1542,2920052.72,7200.067
SILVASSA,Amli,S1,Main Market,Heights-1322,2,COMMERCIAL,2491,1962,2006962.11,17294.567
DAMAN,Nani Daman,Rural-Zone,Main Market,Heights-1323,2,COMMERCIAL,277,243,381947.89,1563.143
TIRUPATI,KT Road,Township,A-Block,Plaza-1324,2,COMMERCIAL,51,41,60491.75,365.971
PASIGHAT,East Siang,Central-Hub,Railway Colony,Terrace-1325,2,COMMERCIAL,633,626,343235.03,753.357
DIBRUGARH,Tinsukia,Township,A-Block,Arcade-1326,2,COMMERCIAL,871,847,528572.97,2729.562
MUZAFFARPUR,Rural,Rural-Zone,Main Market,Arcade-1327,2,COMMERCIAL,184,138,129469.24,892.19
RAIPUR,Rural Circle,W4,New Extension,Complex-1328,2,COMMERCIAL,1114,1009,1786540.18,3524.994
MARGAO,Division IV,Zone-C,Tech Park,Terrace-1329,2,COMMERCIAL,2233,2007,3402317.24,7979.429
VADODARA,Sayajiganj,Zone-C,Tech Park,Terrace-1330,2,COMMERCIAL,1033,908,1573277.51,1146.009
GURUGRAM,City,N2,New Extension,Square-1331,2,COMMERCIAL,561,431,690415.89,1539.213
DHARAMSHALA,Palampur,W4,Railway Colony,Heights-1332,2,COMMERCIAL,334,300,237113.93,1590.761
JAMSHEDPUR,Jamshedpur Circle,Industrial-X,Railway Colony,Plaza-1333,2,COMMERCIAL,345,259,602193.05,2178.815
BENGALURU,Jayanagar,W4,New Extension,Villas-1334,2,COMMERCIAL,1860,1736,2582754.35,2565.436
KOCHI,Ernakulam,S1,A-Block,Heights-1335,2,COMMERCIAL,2162,1630,3521592.51,14276.348
INDORE,Rajwada,Rural-Zone,B-Block,Complex-1336,2,COMMERCIAL,373,282,147913.06,2685.634
PUNE,Shivajinagar,S1,Main Market,Villas-1337,2,COMMERCIAL,1525,1313,904268.9,11302.16
IMPHAL,Division II,E3,Railway Colony,Plaza-1338,2,COMMERCIAL,2106,1852,556896.77,13343.688
SHILLONG,East Khasi,Zone-C,B-Block,Complex-1339,2,COMMERCIAL,360,303,347213.11,2169.274
AIZAWL,Bawngkawn,Township,Tech Park,Complex-1340,2,COMMERCIAL,1039,845,1811950.13,2682.33
DIMAPUR,Industrial,S1,B-Block,Arcade-1341,2,COMMERCIAL,1943,1803,3612880.47,1786.584
CUTTACK,CRD,N2,B-Block,Square-1342,2,COMMERCIAL,949,779,300208.31,1928.044
LUDHIANA,City,Central-Hub,High Street,Junction-1343,2,COMMERCIAL,1661,1274,871470.74,9717.661
JAIPUR,Mansarovar,Zone-C,Railway Colony,Villas-1344,2,COMMERCIAL,2377,1896,3364234.69,12191.008
GANGTOK,Division I,Township,Railway Colony,Mews-1345,2,COMMERCIAL,1690,1470,2445957.27,2933.608
CHENNAI,T Nagar,Metro-A,Main Market,Arcade-1346,2,COMMERCIAL,1735,1598,1371176.34,10151.578
HYDERABAD,Secunderabad,Central-Hub,Tech Park,Mews-1347,2,COMMERCIAL,1294,1246,1784891.38,5200.126
AGARTALA,Division I,E3,B-Block,Complex-1348,2,COMMERCIAL,196,171,362472.59,1137.991
KANPUR,Azad Nagar,W4,Tech Park,Mews-1349,2,COMMERCIAL,170,151,241571.37,192.929
DEHRADUN,North,N2,Tech Park,Junction-1350,2,COMMERCIAL,291,278,393818.41,1091.2
SILIGURI,Sevoke Road,Metro-A,New Extension,Junction-1351,2,COMMERCIAL,1644,1457,2166149.92,6837.123
SOUTH DELHI,Hauz Khas,S1,High Street,Terrace-1352,2,COMMERCIAL,1462,1129,2798238.24,6049.014
JAMMU,Canal Division,Central-Hub,A-Block,Villas-1353,2,COMMERCIAL,1476,1328,335036.55,9816.242
KARGIL,Town Division,Central-Hub,Main Market,Mews-1354,2,COMMERCIAL,1073,842,1893256.07,3361.493
CHANDIGARH,Sector 17,E3,B-Block,Plaza-1355,2,COMMERCIAL,1204,1115,1662843.75,3990.355
PUDUCHERRY,Oulgaret,Central-Hub,High Street,Mews-1356,2,COMMERCIAL,2438,2108,5348690.31,17783.819
PORT BLAIR,Haddo,S1,A-Block,Junction-1357,2,COMMERCIAL,1103,928,1701533.01,6859.682
SILVASSA,Amli,Township,Tech Park,Terrace-1358,2,COMMERCIAL,349,277,298514.6,1891.249
DAMAN,Moti Daman,Metro-A,New Extension,Heights-1359,2,COMMERCIAL,2256,1993,1501593.7,10524.938
TIRUPATI,Balaji Colony,S1,Railway Colony,Terrace-1360,2,COMMERCIAL,6,5,13113.52,21.338
ITANAGAR,Capital Division,Central-Hub,Railway Colony,Junction-1361,2,COMMERCIAL,170,149,303654.74,1029.743
DIBRUGARH,Tinsukia,N2,Tech Park,Junction-1362,2,COMMERCIAL,1723,1369,1289896.5,12377.647
MUZAFFARPUR,Bela,E3,Tech Park,Terrace-1363,2,COMMERCIAL,2419,2148,1971000.33,13102.146
RAIPUR,City Circle,Zone-C,Railway Colony,Terrace-1364,2,COMMERCIAL,765,701,1314051.03,4569.788
MARGAO,Division IV,Zone-C,Railway Colony,Terrace-1365,2,COMMERCIAL,2315,2146,2114692.3,14197.508
AHMEDABAD,Maninagar,W4,B-Block,Mews-1366,2,COMMERCIAL,1378,1073,1594549.55,4440.911
FARIDABAD,Ballabhgarh,Rural-Zone,Main Market,Plaza-1367,2,COMMERCIAL,1103,840,1229157.83,1604.05
SHIMLA,City,Township,B-Block,Square-1368,2,COMMERCIAL,198,179,402318.77,1324.585
RANCHI,Doranda,N2,High Street,Heights-1369,2,COMMERCIAL,2153,1973,1249947.39,2956.141
MYSURU,Nanjangud,Township,B-Block,Heights-1370,2,COMMERCIAL,1750,1507,2787089.57,12441.037
TRIVANDRUM,Pattom,Industrial-X,Railway Colony,Arcade-1371,2,COMMERCIAL,1586,1520,3483197.76,8970.711
INDORE,Rajwada,W4,New Extension,Villas-1372,2,COMMERCIAL,767,667,1330237.38,1688.828
NAGPUR,Sitabuldi,Industrial-X,Railway Colony,Junction-1373,2,COMMERCIAL,122,103,83985.76,730.636
IMPHAL,Division I,Township,A-Block,Junction-1374,2,COMMERCIAL,234,195,371622.77,216.348
SHILLONG,West Khasi,Central-Hub,A-Block,Junction-1375,2,COMMERCIAL,426,339,504114.48,1042.712
AIZAWL,Division I,Township,B-Block,Villas-1376,2,COMMERCIAL,1044,859,1598429.77,914.096
KOHIMA,Rural,E3,B-Block,Junction-1377,2,COMMERCIAL,1179,1015,730201.89,6437.317
CUTTACK,Choudwar,Metro-A,Railway Colony,Mews-1378,2,COMMERCIAL,240,195,502868.64,282.866
LUDHIANA,Aggar Nagar,W4,A-Block,Junction-1379,2,COMMERCIAL,1308,1170,611286.74,8808.122
JODHPUR,Basni,Rural-Zone,A-Block,Mews-1380,2,COMMERCIAL,159,148,135418.33,975.361
GANGTOK,Division I,Zone-C,Tech Park,Villas-1381,2,COMMERCIAL,2205,2002,3883090.93,7314.208
CHENNAI,Anna Nagar,Industrial-X,Main Market,Villas-1382,2,COMMERCIAL,2500,2093,1396609.49,4788.064
WARANGAL,Rural,E3,New Extension,Mews-1383,2,COMMERCIAL,2144,2006,385127.76,8058.445
AGARTALA,Division II,Township,New Extension,Heights-1384,2,COMMERCIAL,956,926,158214.5,6842.08
KANPUR,Azad Nagar,Metro-A,High Street,Heights-1385,2,COMMERCIAL,1571,1235,1900106.19,4636.548
DEHRADUN,North,W4,Railway Colony,Heights-1386,2,COMMERCIAL,660,623,1072165.12,3337.759
KOLKATA,Salt Lake,Township,A-Block,Mews-1387,2,COMMERCIAL,2302,1979,1780588.32,10717.081
SOUTH DELHI,Saket,E3,Railway Colony,Complex-1388,2,COMMERCIAL,997,795,2022048.69,4138.909
SRINAGAR,Division I,Metro-A,A-Block,Villas-1389,2,COMMERCIAL,2232,1690,3214930.67,16542.267
KARGIL,Town Division,Central-Hub,Railway Colony,Square-1390,2,COMMERCIAL,2329,1972,4360353.57,6657.773
CHANDIGARH,Sector 22,Metro-A,Tech Park,Terrace-1391,2,COMMERCIAL,417,407,344951.58,571.841
PUDUCHERRY,Oulgaret,Metro-A,B-Block,Square-1392,2,COMMERCIAL,159,128,327214.69,284.963
PORT BLAIR,Haddo,Central-Hub,B-Block,Villas-1393,2,COMMERCIAL,1523,1313,1514777.9,9152.945
SILVASSA,Amli,Township,New Extension,Complex-1394,2,COMMERCIAL,837,745,1043125.55,3409.925
DAMAN,Moti Daman,Metro-A,Railway Colony,Heights-1395,2,COMMERCIAL,879,660,1617311.05,4732.63
VISAKHAPATNAM,Gajuwaka,Industrial-X,Main Market,Terrace-1396,2,COMMERCIAL,1072,991,822764.27,4679.061
ITANAGAR,Capital Division,Rural-Zone,New Extension,Heights-1397,2,COMMERCIAL,1989,1670,3212853.09,4755.35
DIBRUGARH,Central,Metro-A,Railway Colony,Junction-1398,2,COMMERCIAL,1769,1640,2287886.71,13034.122
PATNA,PESU East,Industrial-X,A-Block,Square-1399,2,COMMERCIAL,136,121,85741.41,471.816
RAIPUR,City Circle,Industrial-X,Tech Park,Villas-1400,2,COMMERCIAL,2069,1916,1682095.3,10200.144
PANAJI,Division II,N2,New Extension,Terrace-1401,2,COMMERCIAL,930,801,1541952.1,4639.377
SURAT,Adajan,Township,New Extension,Terrace-1402,2,COMMERCIAL,2388,2247,2180141.62,12608.868
FARIDABAD,Ballabhgarh,S1,Railway Colony,Junction-1403,2,COMMERCIAL,139,121,52625.71,565.187
SHIMLA,Kasumpti,S1,New Extension,Villas-1404,2,COMMERCIAL,2176,1635,2125381.5,5073.0
RANCHI,New Capital,Metro-A,High Street,Square-1405,2,COMMERCIAL,2298,2086,4176743.35,16693.549
BENGALURU,HSR Layout,Central-Hub,B-Block,Junction-1406,2,COMMERCIAL,2154,1926,686742.41,12213.892
TRIVANDRUM,Vattiyoorkavu,E3,Railway Colony,Arcade-1407,2,COMMERCIAL,1066,961,1162771.34,5789.147
BHOPAL,Arera Colony,Zone-C,B-Block,Arcade-1408,2,COMMERCIAL,1822,1619,2622295.57,11825.138
NAGPUR,Sitabuldi,N2,A-Block,Arcade-1409,2,COMMERCIAL,1783,1691,3771737.68,4595.298
IMPHAL,Division II,E3,New Extension,Junction-1410,2,COMMERCIAL,685,584,449778.23,3653.994
SHILLONG,West Khasi,S1,Tech Park,Heights-1411,2,COMMERCIAL,1442,1423,1797705.25,9435.033
AIZAWL,Division I,Zone-C,Tech Park,Square-1412,2,COMMERCIAL,236,202,56419.67,956.871
KOHIMA,Rural,S1,New Extension,Junction-1413,2,COMMERCIAL,591,562,540793.75,2639.308
CUTTACK,CRD,Industrial-X,Main Market,Terrace-1414,2,COMMERCIAL,2278,1793,1529897.55,11767.626
LUDHIANA,Model Town,Township,Main Market,Terrace-1415,2,COMMERCIAL,796,764,1540033.1,2298.637
JAIPUR,Malviya Nagar,Township,Railway Colony,Villas-1416,2,COMMERCIAL,684,668,266985.24,2563.061
GANGTOK,Division I,E3,High Street,Arcade-1417,2,COMMERCIAL,731,631,710070.32,3881.796
COIMBATORE,Gandhipuram,Industrial-X,Main Market,Heights-1418,2,COMMERCIAL,1826,1705,3173739.41,3522.614
HYDERABAD,Banjara Hills,Central-Hub,High Street,Mews-1419,2,COMMERCIAL,1206,1173,2643910.89,4850.185
AGARTALA,Division I,E3,New Extension,Heights-1420,2,COMMERCIAL,1646,1459,1618548.99,11728.963
LUCKNOW,Hazratganj,Zone-C,B-Block,Arcade-1421,2,COMMERCIAL,904,881,1267097.79,4295.455
HALDWANI,Kathgodam,Zone-C,Railway Colony,Junction-1422,2,COMMERCIAL,1231,1145,495550.91,7902.093
KOLKATA,Salt Lake,Township,B-Block,Complex-1423,2,COMMERCIAL,2029,1876,1820076.58,5304.294
SOUTH DELHI,Hauz Khas,Central-Hub,New Extension,Villas-1424,2,COMMERCIAL,1137,890,1522084.86,4774.469
JAMMU,Bari Brahmana,Industrial-X,A-Block,Square-1425,2,COMMERCIAL,2409,2044,3126913.84,7064.39
LEH,Town Division,W4,Main Market,Mews-1426,2,COMMERCIAL,1632,1475,3222985.49,8230.577
CHANDIGARH,Sector 17,Zone-C,B-Block,Mews-1427,2,COMMERCIAL,1321,1219,547120.7,5569.719
PUDUCHERRY,Town Division,Rural-Zone,B-Block,Mews-1428,2,COMMERCIAL,2366,2118,4907457.51,14652.742
PORT BLAIR,Haddo,Zone-C,New Extension,Terrace-1429,2,COMMERCIAL,635,516,249148.65,3099.583
SILVASSA,Industrial Circle,W4,Tech Park,Mews-1430,2,COMMERCIAL,731,570,1021257.78,1408.478
DAMAN,Moti Daman,E3,High Street,Complex-1431,2,COMMERCIAL,2068,2008,1410539.82,7339.181
TIRUPATI,KT Road,Metro-A,New Extension,Terrace-1432,2,COMMERCIAL,1472,1447,2669258.42,2947.897
ITANAGAR,Naharlagun,N2,A-Block,Complex-1433,2,COMMERCIAL,2,1,1422.85,8.691
DIBRUGARH,Rural,Township,Tech Park,Square-1434,2,COMMERCIAL,1459,1306,1552477.07,7404.37
PATNA,PESU East,E3,Main Market,Arcade-1435,2,COMMERCIAL,349,277,369205.25,395.696
BILASPUR,Tifra,Zone-C,High Street,Plaza-1436,2,COMMERCIAL,1361,1068,2077614.46,7542.714
MARGAO,Division III,E3,Main Market,Villas-1437,2,COMMERCIAL,297,227,583745.45,2200.708
SURAT,Udhna,N2,Tech Park,Junction-1438,2,COMMERCIAL,2345,2143,4069688.14,12198.991
GURUGRAM,Suburban,W4,New Extension,Arcade-1439,2,COMMERCIAL,1324,1092,1869859.82,2230.246
DHARAMSHALA,Town,Township,B-Block,Villas-1440,2,COMMERCIAL,1090,954,986101.69,5246.854
JAMSHEDPUR,Adityapur,Central-Hub,High Street,Villas-1441,2,COMMERCIAL,1014,933,1664704.26,5912.997
HUBBALLI,Dharwad Town,S1,Main Market,Complex-1442,2,COMMERCIAL,819,783,991975.22,4131.494
TRIVANDRUM,Pattom,Industrial-X,B-Block,Square-1443,2,COMMERCIAL,2335,2189,3026970.03,11404.134
BHOPAL,Arera Colony,W4,Tech Park,Arcade-1444,2,COMMERCIAL,2317,2303,4263921.44,2540.948
MUMBAI,Bandra,W4,New Extension,Square-1445,2,COMMERCIAL,1930,1696,2139436.19,11740.291
IMPHAL,Division II,Township,New Extension,Villas-1446,2,COMMERCIAL,2075,1592,3153581.48,5990.704
SHILLONG,Laitumkhrah,W4,New Extension,Junction-1447,2,COMMERCIAL,756,684,223676.27,5196.493
AIZAWL,Division II,Central-Hub,A-Block,Junction-1448,2,COMMERCIAL,1371,1320,2429780.62,1278.774
DIMAPUR,Central,Metro-A,Railway Colony,Heights-1449,2,COMMERCIAL,2468,2067,1033693.6,14003.32
BHUBANESWAR,BED,N2,High Street,Complex-1450,2,COMMERCIAL,272,250,595521.18,686.823
LUDHIANA,Aggar Nagar,Township,B-Block,Arcade-1451,2,COMMERCIAL,2366,2236,1451073.84,6452.887
JAIPUR,Vaishali,Township,High Street,Heights-1452,2,COMMERCIAL,915,754,1305888.23,796.98
GANGTOK,Division II,S1,Main Market,Mews-1453,2,COMMERCIAL,2014,1647,3151902.44,2676.03
COIMBATORE,Gandhipuram,N2,Main Market,Square-1454,2,COMMERCIAL,2020,1566,3402518.25,5581.663
HYDERABAD,Gachibowli,Rural-Zone,Main Market,Villas-1455,2,COMMERCIAL,575,540,235973.06,842.63
AGARTALA,Badharghat,S1,A-Block,Villas-1456,2,COMMERCIAL,581,514,499389.07,1610.619
LUCKNOW,Gomti Nagar,N2,Main Market,Villas-1457,2,COMMERCIAL,1166,1044,1682801.26,5477.192
HALDWANI,Town,Township,New Extension,Plaza-1458,2,COMMERCIAL,417,378,410683.04,2046.618
SILIGURI,Sevoke Road,Zone-C,B-Block,Heights-1459,2,COMMERCIAL,860,725,1033332.13,1731.637
CENTRAL DELHI,Paharganj,S1,High Street,Complex-1460,2,COMMERCIAL,1283,1006,2163148.61,1745.034
SRINAGAR,Division I,S1,Main Market,Mews-1461,2,COMMERCIAL,1687,1511,2566447.0,4494.316
KARGIL,Town Division,W4,Tech Park,Terrace-1462,2,COMMERCIAL,1365,1168,2092185.87,8431.66
CHANDIGARH,Sector 17,S1,Railway Colony,Arcade-1463,2,COMMERCIAL,2443,2209,4551579.33,12990.927
PUDUCHERRY,Rural,W4,Tech Park,Terrace-1464,2,COMMERCIAL,2419,2094,3381781.85,2370.116
PORT BLAIR,Haddo,W4,New Extension,Junction-1465,2,COMMERCIAL,1914,1690,2940056.51,2802.3
SILVASSA,Amli,Metro-A,Tech Park,Junction-1466,2,COMMERCIAL,1027,955,2113692.56,6304.622
DAMAN,Nani Daman,Industrial-X,New Extension,Plaza-1467,2,COMMERCIAL,313,308,560692.89,1503.073
VIJAYAWADA,Gunadala,Metro-A,High Street,Terrace-1468,2,COMMERCIAL,2403,2234,2863900.16,11660.469
ITANAGAR,Naharlagun,Industrial-X,Railway Colony,Arcade-1469,2,COMMERCIAL,1644,1482,3090326.72,10903.319
DIBRUGARH,Tinsukia,Township,High Street,Heights-1470,2,COMMERCIAL,951,933,1040922.86,5123.373
PATNA,PESU East,N2,A-Block,Square-1471,2,COMMERCIAL,56,43,28153.88,290.375
RAIPUR,Abhanpur,Industrial-X,B-Block,Complex-1472,2,COMMERCIAL,757,625,1001315.21,902.407
MARGAO,Division IV,Central-Hub,Railway Colony,Plaza-1473,2,COMMERCIAL,563,473,644991.84,2960.952
AHMEDABAD,Sabarmati,Zone-C,Tech Park,Square-1474,2,COMMERCIAL,171,151,281736.68,440.658
FARIDABAD,Ballabhgarh,Industrial-X,Railway Colony,Square-1475,2,COMMERCIAL,429,327,387023.27,763.002
SHIMLA,Kasumpti,Rural-Zone,New Extension,Arcade-1476,2,COMMERCIAL,164,152,344497.73,1048.584
RANCHI,New Capital,Township,A-Block,Plaza-1477,2,COMMERCIAL,425,420,220691.62,2639.72
MYSURU,Nanjangud,S1,High Street,Mews-1478,2,COMMERCIAL,2353,1910,2733463.66,10179.678
KOCHI,Ernakulam,S1,B-Block,Junction-1479,2,COMMERCIAL,2409,1977,2681851.84,4251.411
INDORE,MG Road,S1,Main Market,Heights-1480,2,COMMERCIAL,1494,1205,1977845.82,1695.998
NAGPUR,Sitabuldi,Township,High Street,Villas-1481,2,COMMERCIAL,1856,1513,2071645.11,8779.586
IMPHAL,Division I,E3,New Extension,Junction-1482,2,COMMERCIAL,883,831,173669.23,3909.024
SHILLONG,East Khasi,W4,B-Block,Junction-1483,2,COMMERCIAL,1106,833,480205.09,7336.323
AIZAWL,Division II,Rural-Zone,A-Block,Heights-1484,2,COMMERCIAL,131,129,200527.64,785.705
KOHIMA,Rural,S1,New Extension,Heights-1485,2,COMMERCIAL,301,233,172999.21,1209.3
