hour,day_of_week,month,demand_mw,region
12,5,7,171891.89,National
12,5,8,173676.76,National
12,5,9,174408.35,National
12,5,10,163114.07,National
12,5,11,157402.99,National
12,5,12,172275.81,National
12,6,1,171662.58,National
12,6,2,174378.35,National
12,6,3,167599.79,National
12,6,4,165481.4,National
12,6,5,159844.78,National
12,6,6,164452.95,National
12,6,7,162626.42,National
12,6,8,165855.63,National
12,6,9,163381.26,National
12,6,10,156549.93,National
12,6,11,152717.55,National
12,6,12,164891.14,National
13,0,1,172110.93,National
13,0,2,174432.99,National
13,0,3,170209.61,National
13,0,4,171446.91,National
13,0,5,169447.58,National
13,0,6,173809.31,National
13,0,7,171643.64,National
13,0,8,173652.78,National
13,0,9,169979.56,National
13,0,10,159778.24,National
13,0,11,153264.05,National
13,0,12,164163.23,National
13,1,1,171055.72,National
13,1,2,174876.78,National
13,1,3,170646.51,National
13,1,4,171013.49,National
13,1,5,170606.38,National
13,1,6,175512.15,National
13,1,7,170988.0,National
13,1,8,177607.55,National
13,1,9,171339.38,National
13,1,10,158925.23,National
13,1,11,155126.76,National
13,1,12,163700.59,National
13,2,1,171018.9,National
13,2,2,174868.11,National
13,2,3,173582.74,National
13,2,4,166946.31,National
13,2,5,168549.46,National
13,2,6,177907.06,National
13,2,7,169084.58,National
13,2,8,177868.56,National
13,2,9,171101.59,National
13,2,10,158389.24,National
13,2,11,158358.85,National
13,2,12,164908.96,National
13,3,1,168739.36,National
13,3,2,174665.62,National
13,3,3,174257.01,National
13,3,4,168645.37,National
13,3,5,168029.28,National
13,3,6,175962.19,National
13,3,7,169637.46,National
13,3,8,175320.09,National
13,3,9,172387.49,National
13,3,10,159654.48,National
13,3,11,155780.67,National
13,3,12,165758.14,National
13,4,1,171510.14,National
13,4,2,175941.44,National
13,4,3,173468.04,National
13,4,4,171783.81,National
13,4,5,166393.55,National
13,4,6,177269.0,National
13,4,7,171491.28,National
13,4,8,175108.8,National
13,4,9,174586.64,National
13,4,10,161588.46,National
13,4,11,154674.61,National
13,4,12,168264.01,National
13,5,1,168953.61,National
13,5,2,172872.49,National
13,5,3,171534.74,National
13,5,4,170643.6,National
13,5,5,166061.94,National
13,5,6,174360.06,National
13,5,7,169679.59,National
13,5,8,172026.65,National
13,5,9,171823.07,National
13,5,10,159991.51,National
13,5,11,152760.62,National
13,5,12,166780.27,National
13,6,1,165741.78,National
13,6,2,168686.07,National
13,6,3,163778.88,National
13,6,4,162395.7,National
13,6,5,160091.85,National
13,6,6,164287.94,National
13,6,7,161292.32,National
13,6,8,164262.72,National
13,6,9,161668.1,National
13,6,10,154108.16,National
13,6,11,148642.71,National
13,6,12,159310.36,National
14,0,1,168952.43,National
14,0,2,172210.24,National
14,0,3,169253.33,National
14,0,4,172223.95,National
14,0,5,170967.12,National
14,0,6,175802.0,National
14,0,7,173195.81,National
14,0,8,174690.51,National
14,0,9,170485.33,National
14,0,10,159485.58,National
14,0,11,151558.8,National
14,0,12,161246.32,National
14,1,1,168092.22,National
14,1,2,173146.73,National
14,1,3,169876.78,National
14,1,4,172267.83,National
14,1,5,172694.21,National
14,1,6,177841.53,National
14,1,7,171815.9,National
14,1,8,178578.05,National
14,1,9,172003.94,National
14,1,10,159057.69,National
14,1,11,153831.56,National
14,1,12,161067.04,National
14,2,1,167941.01,National
14,2,2,172669.06,National
14,2,3,172681.38,National
14,2,4,167543.8,National
14,2,5,170651.93,National
14,2,6,179797.19,National
14,2,7,169959.59,National
14,2,8,178787.9,National
14,2,9,171869.75,National
14,2,10,158615.57,National
14,2,11,157093.56,National
14,2,12,162385.91,National
14,3,1,166040.22,National
14,3,2,172918.33,National
14,3,3,174043.94,National
14,3,4,169707.2,National
14,3,5,170222.02,National
14,3,6,178093.02,National
14,3,7,170501.46,National
14,3,8,176194.51,National
14,3,9,173198.3,National
14,3,10,160119.56,National
14,3,11,154568.7,National
14,3,12,163262.23,National
14,4,1,167125.12,National
14,4,2,173051.93,National
14,4,3,172427.19,National
14,4,4,172785.26,National
14,4,5,168723.0,National
14,4,6,179599.06,National
14,4,7,172127.13,National
14,4,8,175705.89,National
14,4,9,175224.08,National
14,4,10,161445.07,National
14,4,11,152657.41,National
14,4,12,164916.01,National
14,5,1,165448.4,National
14,5,2,170953.66,National
14,5,3,171222.2,National
14,5,4,171420.49,National
14,5,5,168443.04,National
14,5,6,176433.93,National
14,5,7,170416.21,National
14,5,8,172837.83,National
14,5,9,172521.0,National
14,5,10,160183.79,National
14,5,11,151294.98,National
14,5,12,163992.48,National
14,6,1,160036.65,National
14,6,2,163924.97,National
14,6,3,161416.12,National
14,6,4,162343.1,National
14,6,5,161689.29,National
14,6,6,165505.77,National
14,6,7,160787.44,National
14,6,8,163818.73,National
14,6,9,161231.68,National
14,6,10,153126.47,National
14,6,11,145071.02,National
14,6,12,154587.42,National
15,0,1,167137.78,National
15,0,2,171483.92,National
15,0,3,169114.47,National
15,0,4,173051.9,National
15,0,5,171361.34,National
15,0,6,177099.66,National
15,0,7,173693.06,National
15,0,8,174112.88,National
15,0,9,169951.05,National
15,0,10,159011.05,National
15,0,11,150948.14,National
15,0,12,160422.64,National
15,1,1,166601.33,National
15,1,2,172137.83,National
15,1,3,169873.04,National
15,1,4,173006.78,National
15,1,5,173194.63,National
15,1,6,177587.01,National
15,1,7,171505.48,National
15,1,8,177838.4,National
15,1,9,171615.75,National
15,1,10,158484.12,National
15,1,11,153682.88,National
15,1,12,160522.18,National
15,2,1,166199.2,National
15,2,2,171919.96,National
15,2,3,172786.67,National
15,2,4,167850.17,National
15,2,5,171139.86,National
15,2,6,179889.54,National
15,2,7,170029.29,National
15,2,8,178247.89,National
15,2,9,171235.5,National
15,2,10,158102.14,National
15,2,11,156852.27,National
15,2,12,161443.17,National
15,3,1,164655.07,National
15,3,2,172253.49,National
15,3,3,174085.33,National
15,3,4,169732.84,National
15,3,5,170628.13,National
15,3,6,177951.34,National
15,3,7,170330.12,National
15,3,8,175361.72,National
15,3,9,172684.09,National
15,3,10,160128.33,National
15,3,11,154400.95,National
15,3,12,162459.55,National
15,4,1,165193.98,National
15,4,2,171866.42,National
15,4,3,172189.35,National
15,4,4,172814.48,National
15,4,5,169351.82,National
15,4,6,179714.83,National
15,4,7,171518.86,National
15,4,8,175064.32,National
15,4,9,174398.5,National
15,4,10,160658.89,National
15,4,11,152359.59,National
15,4,12,163409.92,National
15,5,1,163908.18,National
15,5,2,170106.79,National
15,5,3,171469.45,National
15,5,4,171758.21,National
15,5,5,168881.25,National
15,5,6,176278.65,National
15,5,7,169885.23,National
15,5,8,172098.02,National
15,5,9,171871.59,National
15,5,10,159724.5,National
15,5,11,150905.42,National
15,5,12,163079.96,National
15,6,1,156791.4,National
15,6,2,161347.19,National
15,6,3,160393.0,National
15,6,4,162577.85,National
15,6,5,161426.1,National
15,6,6,164895.69,National
15,6,7,159659.33,National
15,6,8,162149.93,National
15,6,9,160232.66,National
15,6,10,151769.78,National
15,6,11,142967.69,National
15,6,12,151899.12,National
16,0,1,165837.78,National
16,0,2,169896.7,National
16,0,3,167091.97,National
16,0,4,170180.28,National
16,0,5,167524.02,National
16,0,6,173259.97,National
16,0,7,170352.32,National
16,0,8,170982.04,National
16,0,9,167282.22,National
16,0,10,157178.62,National
16,0,11,150484.86,National
16,0,12,159941.45,National
16,1,1,165345.91,National
16,1,2,170219.88,National
16,1,3,168225.13,National
16,1,4,169827.83,National
16,1,5,169141.87,National
16,1,6,173803.31,National
16,1,7,168534.29,National
16,1,8,174559.06,National
16,1,9,168781.22,National
16,1,10,156395.3,National
16,1,11,153354.53,National
16,1,12,160287.6,National
16,2,1,164820.9,National
16,2,2,169902.26,National
16,2,3,170418.45,National
16,2,4,164805.01,National
16,2,5,167247.63,National
16,2,6,175715.42,National
16,2,7,167462.51,National
16,2,8,175105.58,National
16,2,9,168712.51,National
16,2,10,156428.41,National
16,2,11,156267.51,National
16,2,12,160937.45,National
16,3,1,163546.07,National
16,3,2,170842.92,National
16,3,3,171688.95,National
16,3,4,166270.45,National
16,3,5,166499.15,National
16,3,6,174099.22,National
16,3,7,167691.58,National
16,3,8,172640.23,National
16,3,9,169849.46,National
16,3,10,158491.18,National
16,3,11,154056.43,National
16,3,12,162029.13,National
16,4,1,164017.8,National
16,4,2,169892.2,National
16,4,3,169965.64,National
16,4,4,169628.86,National
16,4,5,165276.24,National
16,4,6,175515.54,National
16,4,7,168329.83,National
16,4,8,172045.33,National
16,4,9,171405.15,National
16,4,10,158576.86,National
16,4,11,151765.64,National
16,4,12,162282.96,National
16,5,1,162874.88,National
16,5,2,168253.88,National
16,5,3,169691.67,National
16,5,4,168526.72,National
16,5,5,164734.43,National
16,5,6,172235.29,National
16,5,7,166729.45,National
16,5,8,168814.85,National
16,5,9,168747.84,National
16,5,10,157667.09,National
16,5,11,150323.91,National
16,5,12,161968.17,National
16,6,1,154917.94,National
16,6,2,158642.73,National
16,6,3,157954.95,National
16,6,4,159855.84,National
16,6,5,156869.91,National
16,6,6,160439.07,National
16,6,7,155913.17,National
16,6,8,158685.73,National
16,6,9,156196.05,National
16,6,10,149284.37,National
16,6,11,140902.65,National
16,6,12,150385.44,National
17,0,1,165801.39,National
17,0,2,167756.19,National
17,0,3,162175.06,National
17,0,4,164987.92,National
17,0,5,161147.99,National
17,0,6,167110.69,National
17,0,7,166014.22,National
17,0,8,167182.38,National
17,0,9,165084.77,National
17,0,10,157541.06,National
17,0,11,154881.97,National
17,0,12,162912.51,National
17,1,1,165800.44,National
17,1,2,168073.45,National
17,1,3,163871.9,National
17,1,4,164728.82,National
17,1,5,162806.77,National
17,1,6,167803.36,National
17,1,7,165006.75,National
17,1,8,170515.95,National
17,1,9,166477.38,National
17,1,10,156787.43,National
17,1,11,158033.64,National
17,1,12,163389.68,National
17,2,1,164870.26,National
17,2,2,167755.64,National
17,2,3,165934.04,National
17,2,4,159567.85,National
17,2,5,161169.82,National
17,2,6,169477.98,National
17,2,7,163934.67,National
17,2,8,171414.9,National
17,2,9,166857.53,National
17,2,10,157110.23,National
17,2,11,159896.87,National
17,2,12,164196.36,National
17,3,1,164027.54,National
17,3,2,168941.82,National
17,3,3,166998.3,National
17,3,4,160533.39,National
17,3,5,160004.02,National
17,3,6,168227.1,National
17,3,7,164180.68,National
17,3,8,168837.89,National
17,3,9,167440.99,National
17,3,10,159149.5,National
17,3,11,158745.67,National
17,3,12,164729.02,National
17,4,1,164344.72,National
17,4,2,167345.85,National
17,4,3,165425.29,National
17,4,4,164227.19,National
17,4,5,158716.44,National
17,4,6,169506.27,National
17,4,7,164353.39,National
17,4,8,168280.27,National
17,4,9,168981.56,National
17,4,10,159074.68,National
17,4,11,155816.56,National
17,4,12,164994.68,National
17,5,1,163551.02,National
17,5,2,165568.82,National
17,5,3,165047.28,National
17,5,4,163194.68,National
17,5,5,158255.37,National
17,5,6,165955.52,National
17,5,7,162740.11,National
17,5,8,165190.68,National
17,5,9,166404.84,National
17,5,10,158410.76,National
17,5,11,154563.01,National
17,5,12,164624.67,National
17,6,1,155097.06,National
17,6,2,156135.57,National
17,6,3,153626.23,National
17,6,4,154898.61,National
17,6,5,150168.35,National
17,6,6,154605.64,National
17,6,7,152168.85,National
17,6,8,154450.24,National
17,6,9,154096.87,National
17,6,10,149555.02,National
17,6,11,145056.25,National
17,6,12,153184.91,National
18,0,1,168944.07,National
18,0,2,169411.41,National
18,0,3,162314.7,National
18,0,4,163972.98,National
18,0,5,157801.4,National
18,0,6,163862.9,National
18,0,7,165491.98,National
18,0,8,167624.73,National
18,0,9,170480.78,National
18,0,10,165141.1,National
18,0,11,160455.46,National
18,0,12,166801.76,National
18,1,1,168953.94,National
18,1,2,169862.24,National
18,1,3,164088.02,National
18,1,4,163530.13,National
18,1,5,159234.21,National
18,1,6,165068.02,National
18,1,7,164731.41,National
18,1,8,171244.19,National
18,1,9,171864.45,National
18,1,10,164963.46,National
18,1,11,164232.03,National
18,1,12,167603.72,National
18,2,1,168024.42,National
18,2,2,169730.77,National
18,2,3,165933.33,National
18,2,4,158950.04,National
18,2,5,157453.75,National
18,2,6,166213.68,National
18,2,7,163630.34,National
18,2,8,171996.36,National
18,2,9,172154.83,National
18,2,10,165377.5,National
18,2,11,165487.35,National
18,2,12,168281.87,National
18,3,1,167449.69,National
18,3,2,170284.45,National
18,3,3,166903.7,National
18,3,4,159506.62,National
18,3,5,156140.96,National
18,3,6,165284.89,National
18,3,7,164384.49,National
18,3,8,169089.51,National
18,3,9,172113.1,National
18,3,10,167211.28,National
18,3,11,163548.97,National
18,3,12,168617.18,National
18,4,1,167990.69,National
18,4,2,168607.38,National
18,4,3,165353.44,National
18,4,4,162955.65,National
18,4,5,154948.31,National
18,4,6,165979.64,National
18,4,7,164310.63,National
18,4,8,169002.25,National
18,4,9,173816.45,National
18,4,10,166992.33,National
18,4,11,161603.19,National
18,4,12,168730.84,National
18,5,1,167044.21,National
18,5,2,167231.13,National
18,5,3,165398.34,National
18,5,4,162255.29,National
18,5,5,154841.29,National
18,5,6,163191.71,National
18,5,7,162813.73,National
18,5,8,166061.26,National
18,5,9,171361.37,National
18,5,10,166590.99,National
18,5,11,160623.77,National
18,5,12,168483.77,National
18,6,1,158960.24,National
18,6,2,158258.39,National
18,6,3,154520.83,National
18,6,4,154644.33,National
18,6,5,147574.82,National
18,6,6,152594.27,National
18,6,7,153067.01,National
18,6,8,156236.41,National
18,6,9,159653.4,National
18,6,10,157968.96,National
18,6,11,151168.06,National
18,6,12,157283.07,National
19,0,1,166413.92,National
19,0,2,170642.27,National
19,0,3,168059.66,National
19,0,4,172007.91,National
19,0,5,165944.78,National
19,0,6,171204.26,National
19,0,7,174038.59,National
19,0,8,175925.33,National
19,0,9,177132.9,National
19,0,10,165790.1,National
19,0,11,155155.45,National
19,0,12,160852.58,National
19,1,1,166732.0,National
19,1,2,170548.43,National
19,1,3,169498.76,National
19,1,4,171470.5,National
19,1,5,166993.93,National
19,1,6,172246.78,National
19,1,7,172968.95,National
19,1,8,178961.92,National
19,1,9,178775.62,National
19,1,10,165902.77,National
19,1,11,158725.87,National
19,1,12,162224.17,National
19,2,1,165832.01,National
19,2,2,171026.87,National
19,2,3,171419.04,National
19,2,4,167290.06,National
19,2,5,165393.63,National
19,2,6,173098.04,National
19,2,7,171813.94,National
19,2,8,179542.91,National
19,2,9,178689.22,National
19,2,10,166531.15,National
19,2,11,160127.61,National
19,2,12,162724.61,National
19,3,1,165581.54,National
19,3,2,171550.67,National
19,3,3,172127.37,National
19,3,4,167658.58,National
19,3,5,163718.98,National
19,3,6,172903.38,National
19,3,7,173001.24,National
19,3,8,177171.24,National
19,3,9,178205.15,National
19,3,10,167688.57,National
19,3,11,158284.58,National
19,3,12,163152.23,National
19,4,1,165833.08,National
19,4,2,169849.82,National
19,4,3,170376.23,National
19,4,4,171105.82,National
19,4,5,163124.98,National
19,4,6,173454.35,National
19,4,7,173163.98,National
19,4,8,176815.41,National
19,4,9,180200.4,National
19,4,10,167661.52,National
19,4,11,156695.46,National
19,4,12,163319.31,National
19,5,1,164925.42,National
19,5,2,168722.74,National
19,5,3,170905.37,National
19,5,4,170383.89,National
19,5,5,163559.01,National
19,5,6,171002.44,National
19,5,7,172331.35,National
19,5,8,174999.59,National
19,5,9,177984.13,National
19,5,10,166725.49,National
19,5,11,155267.47,National
19,5,12,163074.64,National
19,6,1,157748.32,National
19,6,2,161003.06,National
19,6,3,161217.96,National
19,6,4,164313.96,National
19,6,5,156331.6,National
19,6,6,161973.13,National
19,6,7,163962.99,National
19,6,8,166972.26,National
19,6,9,168538.95,National
19,6,10,159495.66,National
19,6,11,146537.5,National
19,6,12,152234.67,National
20,0,1,158087.5,National
20,0,2,161695.19,National
20,0,3,162147.25,National
20,0,4,169930.35,National
20,0,5,167636.59,National
20,0,6,174644.03,National
20,0,7,176516.72,National
20,0,8,176285.89,National
20,0,9,174749.46,National
20,0,10,159863.61,National
20,0,11,145978.84,National
20,0,12,150782.34,National
20,1,1,158481.52,National
20,1,2,161945.39,National
20,1,3,163667.93,National
20,1,4,169508.67,National
20,1,5,168988.74,National
20,1,6,175309.53,National
20,1,7,175314.94,National
20,1,8,179366.02,National
20,1,9,176065.63,National
20,1,10,160035.78,National
20,1,11,149149.14,National
20,1,12,152487.27,National
20,2,1,157614.76,National
20,2,2,162465.92,National
20,2,3,165631.09,National
20,2,4,165647.71,National
20,2,5,167104.49,National
20,2,6,176111.99,National
20,2,7,174353.81,National
20,2,8,179348.66,National
20,2,9,175930.16,National
20,2,10,160595.94,National
20,2,11,150369.72,National
20,2,12,152676.7,National
20,3,1,157086.5,National
20,3,2,163207.39,National
20,3,3,165987.5,National
20,3,4,165754.87,National
20,3,5,165950.8,National
20,3,6,176342.49,National
20,3,7,175615.11,National
20,3,8,177166.15,National
20,3,9,175515.4,National
20,3,10,161377.19,National
20,3,11,148740.3,National
20,3,12,152959.76,National
20,4,1,157341.69,National
20,4,2,161385.65,National
20,4,3,164150.62,National
20,4,4,169071.02,National
20,4,5,165720.22,National
20,4,6,176924.57,National
20,4,7,175574.9,National
20,4,8,176876.07,National
20,4,9,177672.52,National
20,4,10,161326.66,National
20,4,11,147488.08,National
20,4,12,153120.52,National
20,5,1,156384.63,National
20,5,2,160441.86,National
20,5,3,164725.05,National
20,5,4,168495.95,National
20,5,5,165894.52,National
20,5,6,174465.11,National
20,5,7,175128.07,National
20,5,8,175393.53,National
20,5,9,175003.97,National
20,5,10,160524.52,National
20,5,11,145969.66,National
20,5,12,152666.67,National
